,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP3_chr01,HAP3_chr02,HAP3_chr03,HAP3_chr04,HAP3_chr05,HAP3_chr06,HAP3_chr07,HAP3_chr08,HAP3_chr09,HAP3_chr10,HAP3_chr11,HAP3_chr12,HAP3_chr13,HAP3_chr14,HAP3_chr15,HAP3_chr16,HAP3_chr17,HAP3_chr18,HAP3_chr19,HAP4_chr01,HAP4_chr02,HAP4_chr03,HAP4_chr04,HAP4_chr05,HAP4_chr06,HAP4_chr07,HAP4_chr08,HAP4_chr09,HAP4_chr10,HAP4_chr11,HAP4_chr12,HAP4_chr13,HAP4_chr14,HAP4_chr15,HAP4_chr16,HAP4_chr17,HAP4_chr18,HAP4_chr19
HAP2_chr14,0.103554,0.104504,0.102445,0.103867,0.102251,0.103606,0.100350,0.101197,0.101725,0.101762,0.101398,0.102515,0.102117,0.027645,0.103055,0.103147,0.099579,0.102884,0.104298,0.104095,0.104608,0.102008,0.103536,0.107075,0.103944,0.100482,0.101327,0.102867,0.102319,0.101893,0.102163,0.102159,0.000000,0.102065,0.103081,0.099983,0.101898,0.103931,0.103814,0.105106,0.102327,0.103782,0.101804,0.103735,0.100551,0.100940,0.102852,0.102290,0.101502,0.101322,0.103137,0.027023,0.103359,0.102279,0.101063,0.104115,0.105377,0.104063,0.104772,0.101583,0.103524,0.101805,0.103534,0.100255,0.102250,0.102959,0.101567,0.100565,0.102481,0.102379,0.025804,0.103227,0.102721,0.101170,0.103850,0.104635
HAP2_chr15,0.103272,0.104945,0.102582,0.102906,0.103115,0.103757,0.100742,0.101586,0.101440,0.100352,0.101470,0.101907,0.102250,0.102258,0.030074,0.102606,0.100299,0.102071,0.104611,0.104306,0.104700,0.101551,0.102692,0.108364,0.104120,0.100529,0.101762,0.102326,0.101577,0.102502,0.101879,0.101958,0.102065,0.000000,0.103330,0.100589,0.101562,0.103955,0.104011,0.105439,0.100932,0.103651,0.102714,0.104533,0.100568,0.101231,0.102359,0.101734,0.100696,0.101274,0.103529,0.102220,0.031901,0.101946,0.101939,0.103253,0.104907,0.104201,0.105416,0.101874,0.104061,0.102562,0.103728,0.100484,0.102360,0.101220,0.101816,0.100250,0.101768,0.102781,0.102452,0.029686,0.102723,0.101434,0.103220,0.104843
HAP2_chr16,0.105649,0.105898,0.103800,0.104706,0.103688,0.104612,0.101334,0.102281,0.102570,0.101970,0.101842,0.103973,0.103107,0.103357,0.103070,0.030029,0.100100,0.103769,0.105554,0.105319,0.105624,0.103974,0.104135,0.108683,0.105038,0.101507,0.102734,0.103616,0.103239,0.102767,0.103082,0.104165,0.103081,0.103330,0.000000,0.101024,0.102511,0.105633,0.105498,0.105357,0.102882,0.104909,0.103330,0.105260,0.101222,0.102851,0.103832,0.102464,0.101991,0.102188,0.104117,0.103251,0.103784,0.025501,0.102660,0.104306,0.107043,0.104990,0.106915,0.103471,0.104944,0.103671,0.105028,0.101855,0.103582,0.103614,0.102308,0.102544,0.103540,0.103408,0.103205,0.103831,0.022722,0.101617,0.104465,0.106483
HAP2_chr17,0.103522,0.103519,0.101135,0.101968,0.102009,0.102921,0.099355,0.100014,0.100307,0.100287,0.099760,0.101100,0.100379,0.101362,0.100948,0.101072,0.026021,0.101004,0.103437,0.103418,0.103957,0.101413,0.101742,0.106509,0.102907,0.098906,0.099854,0.101727,0.100519,0.100589,0.100591,0.101205,0.099983,0.100589,0.101024,0.000000,0.100734,0.103275,0.103672,0.103989,0.100677,0.102026,0.101156,0.103539,0.098947,0.099069,0.101564,0.101050,0.100247,0.100511,0.101194,0.100440,0.101409,0.101103,0.028818,0.102296,0.104122,0.103185,0.104280,0.100711,0.101594,0.101497,0.102285,0.099048,0.100755,0.101322,0.100218,0.099558,0.101087,0.101123,0.100612,0.101083,0.100471,0.029031,0.102029,0.103243
HAP2_chr18,0.104078,0.105218,0.102130,0.103521,0.102832,0.103888,0.100437,0.101648,0.101935,0.101817,0.101530,0.101951,0.101865,0.102194,0.102430,0.102999,0.100558,0.029575,0.104362,0.104410,0.104941,0.102233,0.103448,0.107841,0.104509,0.099810,0.101393,0.102761,0.102232,0.102701,0.102676,0.102086,0.101898,0.101562,0.102511,0.100734,0.000000,0.104186,0.103922,0.105720,0.101814,0.103261,0.102555,0.104652,0.100071,0.101491,0.103293,0.102939,0.101783,0.101854,0.102993,0.102641,0.102944,0.102103,0.101956,0.026448,0.105163,0.103710,0.106488,0.102176,0.102827,0.102604,0.103591,0.100304,0.102189,0.102176,0.101560,0.101308,0.101704,0.102723,0.102806,0.102888,0.102857,0.101371,0.030002,0.103788
HAP2_chr19,0.106608,0.106919,0.105529,0.105608,0.105755,0.105180,0.103773,0.104354,0.103956,0.103744,0.104173,0.104684,0.104838,0.103628,0.105158,0.105115,0.102527,0.104983,0.029583,0.105914,0.107883,0.105380,0.105321,0.109988,0.105044,0.102979,0.103983,0.105234,0.104456,0.104870,0.104586,0.104537,0.103931,0.103955,0.105633,0.103275,0.104186,0.000000,0.106340,0.107475,0.104455,0.105933,0.104712,0.105824,0.103143,0.103679,0.104305,0.104235,0.103865,0.104625,0.105594,0.104643,0.104670,0.104868,0.104156,0.106033,0.029172,0.105721,0.107928,0.104382,0.105611,0.104915,0.104953,0.103423,0.105112,0.104409,0.103746,0.103626,0.103935,0.105009,0.104358,0.104922,0.105788,0.104174,0.106395,0.026978
HAP3_chr01,0.024175,0.102090,0.101732,0.102641,0.102669,0.103949,0.101596,0.102054,0.102830,0.102175,0.102771,0.103889,0.104553,0.104438,0.104728,0.106195,0.102632,0.105008,0.107092,0.022905,0.102079,0.101839,0.102741,0.110395,0.104058,0.101323,0.102230,0.104208,0.103246,0.104004,0.103313,0.104508,0.103814,0.104011,0.105498,0.103672,0.103922,0.106340,0.000000,0.101808,0.101303,0.103527,0.102759,0.105023,0.101288,0.102539,0.104877,0.103160,0.102225,0.103351,0.105932,0.104384,0.104899,0.105188,0.104584,0.105801,0.108175,0.024480,0.102285,0.101580,0.102794,0.102351,0.104468,0.101508,0.103515,0.103222,0.103057,0.102261,0.103585,0.105061,0.104750,0.105210,0.105649,0.104119,0.106838,0.107077
HAP3_chr02,0.101521,0.023964,0.103281,0.104362,0.103743,0.104373,0.101223,0.103002,0.103577,0.102828,0.103755,0.104798,0.104810,0.105825,0.105699,0.105685,0.103767,0.105894,0.108069,0.102326,0.021214,0.102908,0.103778,0.111121,0.105083,0.101598,0.103468,0.104809,0.104365,0.104303,0.104758,0.104803,0.105106,0.105439,0.105357,0.103989,0.105720,0.107475,0.101808,0.000000,0.102135,0.103771,0.103353,0.105687,0.102044,0.104008,0.104813,0.103997,0.103389,0.103991,0.106063,0.105270,0.105377,0.104815,0.105935,0.106314,0.108628,0.101583,0.023906,0.102808,0.103744,0.103193,0.105101,0.101830,0.104894,0.105133,0.103702,0.102538,0.104600,0.105129,0.105357,0.105979,0.105867,0.105059,0.107139,0.108347
HAP3_chr03,0.100785,0.102183,0.030584,0.101991,0.100863,0.102485,0.098810,0.100311,0.101248,0.100082,0.100284,0.101230,0.100999,0.102562,0.102063,0.102817,0.099762,0.101934,0.105003,0.101231,0.101929,0.028799,0.101301,0.108343,0.103111,0.098927,0.100463,0.102506,0.100913,0.101367,0.101623,0.101274,0.102327,0.100932,0.102882,0.100677,0.101814,0.104455,0.101303,0.102135,0.000000,0.101929,0.100963,0.102907,0.098980,0.100925,0.102668,0.101148,0.100300,0.100393,0.102474,0.102310,0.102746,0.102012,0.101531,0.103394,0.105378,0.100870,0.103098,0.030419,0.102073,0.100744,0.102539,0.098817,0.101733,0.101487,0.101150,0.099995,0.101370,0.102138,0.102694,0.102611,0.102686,0.100359,0.103986,0.104925
HAP3_chr04,0.103210,0.103196,0.102992,0.025779,0.103582,0.104703,0.101310,0.102897,0.103626,0.101889,0.102452,0.103858,0.103914,0.104985,0.104651,0.104883,0.101873,0.104492,0.106337,0.103292,0.103785,0.102491,0.025503,0.109175,0.105143,0.100978,0.102793,0.104461,0.103612,0.103161,0.103801,0.104003,0.103782,0.103651,0.104909,0.102026,0.103261,0.105933,0.103527,0.103771,0.101929,0.000000,0.102661,0.105497,0.101113,0.102569,0.104808,0.103147,0.101931,0.103082,0.105150,0.104429,0.104831,0.103839,0.103680,0.105221,0.106817,0.102814,0.104495,0.102100,0.021050,0.102863,0.104885,0.100888,0.103849,0.104435,0.103210,0.102241,0.104368,0.104747,0.104772,0.104614,0.104757,0.103932,0.105575,0.105906
HAP3_chr05,0.102726,0.102801,0.101150,0.102447,0.024280,0.103624,0.099963,0.101404,0.102514,0.100866,0.101522,0.102553,0.102516,0.102459,0.103945,0.103142,0.101368,0.103567,0.105369,0.102617,0.102895,0.101418,0.102180,0.029692,0.104040,0.100013,0.101813,0.102809,0.101705,0.102084,0.101977,0.102549,0.101804,0.102714,0.103330,0.101156,0.102555,0.104712,0.102759,0.103353,0.100963,0.102661,0.000000,0.104378,0.100311,0.101850,0.103371,0.102023,0.101217,0.102309,0.103839,0.102494,0.103681,0.102443,0.101877,0.104124,0.106689,0.102359,0.103495,0.100711,0.102613,0.024223,0.103674,0.100294,0.102428,0.102660,0.101913,0.100666,0.102605,0.103404,0.102491,0.103412,0.103973,0.102389,0.104311,0.105599
HAP3_chr06,0.105090,0.105638,0.104230,0.105169,0.104360,0.028679,0.102689,0.103401,0.103549,0.103001,0.103404,0.104053,0.104611,0.105044,0.104713,0.104796,0.103482,0.104429,0.106513,0.105129,0.105442,0.103300,0.105172,0.109073,0.027920,0.102168,0.103236,0.104598,0.104165,0.104569,0.104244,0.105162,0.103735,0.104533,0.105260,0.103539,0.104652,0.105824,0.105023,0.105687,0.102907,0.105497,0.104378,0.000000,0.103344,0.103279,0.104991,0.103947,0.103608,0.103404,0.105000,0.104827,0.104682,0.104537,0.104728,0.105245,0.106726,0.104044,0.106043,0.103241,0.104980,0.103948,0.029257,0.102999,0.104007,0.104441,0.103572,0.103020,0.104089,0.105230,0.104709,0.104546,0.105109,0.104119,0.105599,0.105770
HAP3_chr07,0.101043,0.101739,0.100021,0.101579,0.100291,0.102196,0.026672,0.099923,0.100007,0.099693,0.099424,0.100344,0.099901,0.101300,0.101596,0.101174,0.098648,0.101519,0.103587,0.101722,0.101817,0.100135,0.101423,0.106920,0.102459,0.019371,0.099966,0.101201,0.100939,0.100358,0.100291,0.099968,0.100551,0.100568,0.101222,0.098947,0.100071,0.103143,0.101288,0.102044,0.098980,0.101113,0.100311,0.103344,0.000000,0.099873,0.101632,0.100716,0.099617,0.099848,0.101132,0.101150,0.101416,0.100792,0.100309,0.102379,0.103958,0.101196,0.102082,0.099296,0.100911,0.099769,0.101766,0.021683,0.100675,0.100899,0.100278,0.098976,0.100769,0.100365,0.101480,0.101624,0.101323,0.099807,0.102598,0.103486
HAP3_chr08,0.102229,0.103398,0.101197,0.103148,0.102181,0.103343,0.099849,0.029911,0.101492,0.100194,0.101043,0.101953,0.101509,0.102045,0.102290,0.103209,0.099714,0.102174,0.104739,0.102835,0.103027,0.100969,0.102758,0.107952,0.102730,0.099673,0.009395,0.102409,0.101309,0.101315,0.101630,0.102133,0.100940,0.101231,0.102851,0.099069,0.101491,0.103679,0.102539,0.104008,0.100925,0.102569,0.101850,0.103279,0.099873,0.000000,0.102828,0.101797,0.100177,0.101294,0.102927,0.102004,0.102551,0.102237,0.100400,0.103129,0.105783,0.102572,0.103588,0.100697,0.102665,0.101504,0.102931,0.099734,0.029383,0.102587,0.100562,0.099604,0.101915,0.102483,0.102475,0.102417,0.102583,0.100805,0.102855,0.104526
HAP3_chr09,0.105235,0.105304,0.103806,0.104386,0.103763,0.103990,0.101576,0.102681,0.029891,0.101946,0.101613,0.103450,0.103323,0.104136,0.103040,0.104048,0.100710,0.103615,0.105282,0.105011,0.105098,0.102985,0.104559,0.108143,0.105167,0.101687,0.102573,0.028288,0.102941,0.101907,0.102921,0.102945,0.102852,0.102359,0.103832,0.101564,0.103293,0.104305,0.104877,0.104813,0.102668,0.104808,0.103371,0.104991,0.101632,0.102828,0.000000,0.102910,0.101903,0.102661,0.104218,0.103219,0.102609,0.103443,0.102481,0.104463,0.105812,0.104575,0.105763,0.102603,0.104917,0.103275,0.104341,0.101925,0.103789,0.029142,0.102721,0.101484,0.103367,0.104049,0.103614,0.103142,0.103457,0.101651,0.104399,0.105487
HAP3_chr10,0.102812,0.103295,0.102092,0.102194,0.102187,0.102952,0.099781,0.101636,0.101738,0.028181,0.101021,0.102689,0.102148,0.102463,0.101707,0.103210,0.100573,0.103556,0.104563,0.103155,0.104002,0.101292,0.102528,0.107954,0.103134,0.100056,0.101964,0.102459,0.022018,0.102116,0.101750,0.102507,0.102290,0.101734,0.102464,0.101050,0.102939,0.104235,0.103160,0.103997,0.101148,0.103147,0.102023,0.103947,0.100716,0.101797,0.102910,0.000000,0.101389,0.102120,0.103173,0.102919,0.102567,0.102111,0.102017,0.104050,0.105286,0.102660,0.104433,0.101123,0.102766,0.101669,0.103401,0.100521,0.102312,0.101912,0.024558,0.101005,0.102147,0.102668,0.102745,0.102316,0.102909,0.101994,0.104072,0.105216
HAP3_chr11,0.101966,0.103248,0.101443,0.102469,0.101399,0.102992,0.098998,0.099955,0.101054,0.100355,0.026000,0.101806,0.101029,0.102335,0.101987,0.102310,0.100082,0.102900,0.104389,0.102147,0.103306,0.101268,0.102349,0.107661,0.103520,0.098750,0.099827,0.102354,0.101711,0.023614,0.100892,0.101559,0.101502,0.100696,0.101991,0.100247,0.101783,0.103865,0.102225,0.103389,0.100300,0.101931,0.101217,0.103608,0.099617,0.100177,0.101903,0.101389,0.000000,0.100785,0.102405,0.101920,0.102491,0.101449,0.101108,0.103011,0.104834,0.101679,0.104028,0.100633,0.102055,0.100902,0.103088,0.099635,0.101574,0.101462,0.100969,0.029597,0.101738,0.102101,0.102041,0.101291,0.101730,0.100197,0.102991,0.105047
HAP3_chr12,0.103153,0.103753,0.101621,0.103105,0.102278,0.102742,0.099688,0.100867,0.101620,0.100629,0.100574,0.027535,0.101626,0.102482,0.101385,0.102167,0.100014,0.101719,0.104978,0.104005,0.103893,0.101494,0.102486,0.107495,0.103711,0.100307,0.101639,0.102521,0.102233,0.101947,0.025673,0.102089,0.101322,0.101274,0.102188,0.100511,0.101854,0.104625,0.103351,0.103991,0.100393,0.103082,0.102309,0.103404,0.099848,0.101294,0.102661,0.102120,0.100785,0.000000,0.101964,0.101926,0.102270,0.101439,0.101527,0.103434,0.105265,0.102721,0.104627,0.101417,0.102610,0.101921,0.103272,0.099679,0.102025,0.102149,0.101258,0.100980,0.028336,0.101900,0.102423,0.102720,0.101942,0.100717,0.103386,0.104920
HAP3_chr13,0.105496,0.106343,0.104025,0.105289,0.104156,0.104397,0.101066,0.102294,0.102876,0.101848,0.102019,0.103198,0.025959,0.103899,0.103562,0.103935,0.101192,0.103480,0.106034,0.106142,0.106132,0.103480,0.104643,0.108548,0.105335,0.101054,0.102977,0.103796,0.103354,0.102821,0.103224,0.023978,0.103137,0.103529,0.104117,0.101194,0.102993,0.105594,0.105932,0.106063,0.102474,0.105150,0.103839,0.105000,0.101132,0.102927,0.104218,0.103173,0.102405,0.101964,0.000000,0.103378,0.104013,0.103093,0.102287,0.104420,0.106092,0.105083,0.106483,0.103087,0.104334,0.103573,0.104103,0.100921,0.104248,0.103491,0.102670,0.101761,0.103296,0.025805,0.103981,0.104333,0.103150,0.101984,0.104145,0.106559
HAP3_chr14,0.104134,0.104469,0.102550,0.103859,0.102135,0.104413,0.100902,0.102142,0.101969,0.101602,0.101745,0.102130,0.102514,0.028020,0.102391,0.102964,0.100556,0.103180,0.105429,0.104380,0.104783,0.102940,0.103410,0.107505,0.104322,0.100968,0.102272,0.103528,0.103072,0.102735,0.102085,0.102794,0.027023,0.102220,0.103251,0.100440,0.102641,0.104643,0.104384,0.105270,0.102310,0.104429,0.102494,0.104827,0.101150,0.102004,0.103219,0.102919,0.101920,0.101926,0.103378,0.000000,0.103553,0.102216,0.102199,0.104287,0.105459,0.104007,0.105447,0.102033,0.104452,0.101868,0.105119,0.100875,0.102769,0.103255,0.102255,0.100829,0.102546,0.102626,0.025961,0.103254,0.102779,0.101768,0.103924,0.105062
HAP3_chr15,0.104952,0.105136,0.103542,0.103714,0.103866,0.104405,0.101615,0.102354,0.102442,0.101812,0.102475,0.103727,0.103555,0.103828,0.029005,0.103567,0.101363,0.103577,0.105531,0.104795,0.105217,0.103118,0.103815,0.108153,0.105056,0.101749,0.102570,0.102957,0.102706,0.103155,0.102962,0.103434,0.103359,0.031901,0.103784,0.101409,0.102944,0.104670,0.104899,0.105377,0.102746,0.104831,0.103681,0.104682,0.101416,0.102551,0.102609,0.102567,0.102491,0.102270,0.104013,0.103553,0.000000,0.102915,0.102742,0.104416,0.105675,0.104483,0.106155,0.102176,0.104604,0.103325,0.104701,0.101574,0.102861,0.102985,0.101607,0.101602,0.103643,0.103453,0.103539,0.030469,0.103813,0.102418,0.104867,0.104997
HAP3_chr16,0.104704,0.104670,0.103427,0.103604,0.102551,0.104023,0.100278,0.101634,0.101560,0.101276,0.101656,0.102528,0.102429,0.102865,0.102737,0.029333,0.100570,0.103196,0.104683,0.105018,0.104430,0.102776,0.103324,0.107286,0.104310,0.100662,0.102097,0.102785,0.102204,0.102664,0.102502,0.103061,0.102279,0.101946,0.025501,0.101103,0.102103,0.104868,0.105188,0.104815,0.102012,0.103839,0.102443,0.104537,0.100792,0.102237,0.103443,0.102111,0.101449,0.101439,0.103093,0.102216,0.102915,0.000000,0.102163,0.103766,0.105756,0.104111,0.105526,0.102751,0.103802,0.102591,0.103725,0.100649,0.102887,0.102240,0.101375,0.101534,0.102941,0.102574,0.102977,0.102567,0.025872,0.101360,0.104178,0.105474
HAP3_chr17,0.104715,0.104743,0.102094,0.103592,0.102676,0.103803,0.100170,0.101019,0.101264,0.101730,0.101029,0.102060,0.101740,0.102963,0.102409,0.102224,0.029115,0.102076,0.104911,0.104655,0.104954,0.101966,0.102902,0.107810,0.104346,0.099782,0.100694,0.102288,0.102169,0.101817,0.101938,0.102047,0.101063,0.101939,0.102660,0.028818,0.101956,0.104156,0.104584,0.105935,0.101531,0.103680,0.101877,0.104728,0.100309,0.100400,0.102481,0.102017,0.101108,0.101527,0.102287,0.102199,0.102742,0.102163,0.000000,0.103349,0.105381,0.104482,0.105707,0.101501,0.103625,0.101992,0.103710,0.100054,0.101334,0.101842,0.102022,0.100461,0.102316,0.101699,0.102377,0.102547,0.102230,0.027026,0.103185,0.104452
HAP3_chr18,0.105879,0.105412,0.103931,0.105546,0.105181,0.104815,0.101622,0.103422,0.103025,0.102647,0.103615,0.103469,0.103784,0.103920,0.103959,0.104385,0.101613,0.026858,0.105739,0.105802,0.106425,0.104463,0.104796,0.109114,0.105502,0.101915,0.103538,0.104326,0.104305,0.103024,0.103742,0.103944,0.104115,0.103253,0.104306,0.102296,0.026448,0.106033,0.105801,0.106314,0.103394,0.105221,0.104124,0.105245,0.102379,0.103129,0.104463,0.104050,0.103011,0.103434,0.104420,0.104287,0.104416,0.103766,0.103349,0.000000,0.106788,0.105542,0.106747,0.103266,0.105440,0.104770,0.104890,0.101579,0.103636,0.103753,0.103404,0.102576,0.103144,0.104627,0.104076,0.103731,0.104267,0.103156,0.026598,0.105866
HAP3_chr19,0.107867,0.108499,0.106374,0.107041,0.106750,0.105985,0.104678,0.105673,0.104750,0.104305,0.104676,0.106226,0.106018,0.105551,0.105883,0.106639,0.104306,0.106241,0.027446,0.107132,0.108364,0.105669,0.106606,0.110042,0.106214,0.103956,0.105633,0.106020,0.105830,0.105817,0.106424,0.105766,0.105377,0.104907,0.107043,0.104122,0.105163,0.029172,0.108175,0.108628,0.105378,0.106817,0.106689,0.106726,0.103958,0.105783,0.105812,0.105286,0.104834,0.105265,0.106092,0.105459,0.105675,0.105756,0.105381,0.106788,0.000000,0.106808,0.108683,0.105342,0.106099,0.106488,0.105592,0.103922,0.106433,0.104669,0.104975,0.104393,0.105813,0.105870,0.106066,0.105574,0.106009,0.105086,0.106326,0.027753
HAP4_chr01,0.021641,0.101293,0.101476,0.103018,0.103140,0.103398,0.101196,0.102339,0.102478,0.101334,0.101991,0.103728,0.103897,0.103556,0.104551,0.104773,0.102868,0.104966,0.106938,0.024740,0.101314,0.101986,0.102776,0.109948,0.103838,0.100700,0.102330,0.103941,0.103012,0.103313,0.103263,0.103993,0.104063,0.104201,0.104990,0.103185,0.103710,0.105721,0.024480,0.101583,0.100870,0.102814,0.102359,0.104044,0.101196,0.102572,0.104575,0.102660,0.101679,0.102721,0.105083,0.104007,0.104483,0.104111,0.104482,0.105542,0.106808,0.000000,0.102548,0.100980,0.102798,0.102157,0.103408,0.100810,0.103312,0.103334,0.102451,0.101975,0.104149,0.104542,0.104506,0.104422,0.105475,0.103859,0.105556,0.106988
HAP4_chr02,0.102049,0.022209,0.103466,0.104562,0.104034,0.105634,0.102526,0.103620,0.103934,0.103236,0.103789,0.104990,0.105215,0.105511,0.105762,0.105873,0.103988,0.106130,0.108032,0.102836,0.023857,0.103520,0.104286,0.111356,0.105650,0.102075,0.103747,0.105541,0.104725,0.104648,0.104535,0.105336,0.104772,0.105416,0.106915,0.104280,0.106488,0.107928,0.102285,0.023906,0.103098,0.104495,0.103495,0.106043,0.102082,0.103588,0.105763,0.104433,0.104028,0.104627,0.106483,0.105447,0.106155,0.105526,0.105707,0.106747,0.108683,0.102548,0.000000,0.102964,0.104740,0.103226,0.105949,0.102168,0.104482,0.104869,0.104137,0.102837,0.104841,0.105476,0.105584,0.106491,0.106275,0.104856,0.108238,0.108672
HAP4_chr03,0.101296,0.102193,0.028729,0.101844,0.100982,0.102480,0.099150,0.100615,0.101322,0.100100,0.100384,0.101720,0.101650,0.102269,0.102073,0.103495,0.100183,0.102812,0.104825,0.101559,0.102296,0.028404,0.101157,0.108506,0.102802,0.099075,0.100793,0.102384,0.100603,0.101620,0.101441,0.101810,0.101583,0.101874,0.103471,0.100711,0.102176,0.104382,0.101580,0.102808,0.030419,0.102100,0.100711,0.103241,0.099296,0.100697,0.102603,0.101123,0.100633,0.101417,0.103087,0.102033,0.102176,0.102751,0.101501,0.103266,0.105342,0.100980,0.102964,0.000000,0.101729,0.100630,0.102791,0.099070,0.101036,0.101546,0.101031,0.099748,0.102103,0.102726,0.102845,0.102843,0.102973,0.101167,0.104254,0.105474
HAP4_chr04,0.103336,0.103419,0.102441,0.025065,0.102615,0.103794,0.100921,0.102299,0.103971,0.102384,0.102202,0.103945,0.103807,0.104614,0.104364,0.104510,0.102324,0.104187,0.106650,0.103318,0.103386,0.102582,0.026146,0.109092,0.103777,0.101466,0.102734,0.104333,0.102889,0.103195,0.103456,0.103549,0.103524,0.104061,0.104944,0.101594,0.102827,0.105611,0.102794,0.103744,0.102073,0.021050,0.102613,0.104980,0.100911,0.102665,0.104917,0.102766,0.102055,0.102610,0.104334,0.104452,0.104604,0.103802,0.103625,0.105440,0.106099,0.102798,0.104740,0.101729,0.000000,0.101982,0.103993,0.101034,0.104081,0.103789,0.103160,0.101384,0.103648,0.104128,0.104807,0.104602,0.104737,0.102981,0.104605,0.107034
HAP4_chr05,0.102134,0.102120,0.101311,0.102153,0.010720,0.103591,0.099812,0.101380,0.102187,0.100404,0.100925,0.102613,0.102231,0.102430,0.102815,0.103322,0.100968,0.103598,0.105209,0.102136,0.102595,0.101028,0.102659,0.030088,0.104076,0.099836,0.101386,0.103149,0.101560,0.102166,0.102447,0.102776,0.101805,0.102562,0.103671,0.101497,0.102604,0.104915,0.102351,0.103193,0.100744,0.102863,0.024223,0.103948,0.099769,0.101504,0.103275,0.101669,0.100902,0.101921,0.103573,0.101868,0.103325,0.102591,0.101992,0.104770,0.106488,0.102157,0.103226,0.100630,0.101982,0.000000,0.103684,0.100082,0.102529,0.102615,0.101344,0.100797,0.102227,0.103441,0.102774,0.103030,0.103169,0.102332,0.104958,0.106069
HAP4_chr06,0.104319,0.104862,0.103581,0.104649,0.103680,0.028904,0.101943,0.102951,0.102928,0.102254,0.103022,0.103568,0.103846,0.104092,0.104396,0.104089,0.102657,0.103990,0.105116,0.104383,0.104669,0.102963,0.103700,0.109279,0.030214,0.101366,0.103189,0.103981,0.103033,0.103532,0.103956,0.103493,0.103534,0.103728,0.105028,0.102285,0.103591,0.104953,0.104468,0.105101,0.102539,0.104885,0.103674,0.029257,0.101766,0.102931,0.104341,0.103401,0.103088,0.103272,0.104103,0.105119,0.104701,0.103725,0.103710,0.104890,0.105592,0.103408,0.105949,0.102791,0.103993,0.103684,0.000000,0.102016,0.103379,0.103270,0.102984,0.102005,0.103710,0.104202,0.104068,0.104426,0.103988,0.103101,0.105084,0.106455
HAP4_chr07,0.101113,0.101416,0.099844,0.101010,0.100283,0.102028,0.025403,0.099353,0.100094,0.099188,0.099290,0.099729,0.099682,0.100994,0.101368,0.101369,0.098606,0.101403,0.103939,0.101075,0.101388,0.099884,0.100580,0.106255,0.102534,0.016470,0.099608,0.101227,0.100733,0.100006,0.099579,0.099925,0.100255,0.100484,0.101855,0.099048,0.100304,0.103423,0.101508,0.101830,0.098817,0.100888,0.100294,0.102999,0.021683,0.099734,0.101925,0.100521,0.099635,0.099679,0.100921,0.100875,0.101574,0.100649,0.100054,0.101579,0.103922,0.100810,0.102168,0.099070,0.101034,0.100082,0.102016,0.000000,0.100069,0.100908,0.099934,0.098513,0.100636,0.100562,0.101125,0.101857,0.101228,0.099416,0.102315,0.104162
HAP4_chr08,0.103004,0.104097,0.101818,0.103168,0.103095,0.103314,0.100304,0.028284,0.101846,0.100938,0.101289,0.102543,0.102885,0.103002,0.102921,0.103182,0.100696,0.102994,0.105612,0.103669,0.104215,0.102098,0.103406,0.108286,0.103945,0.100061,0.029224,0.102872,0.101966,0.102413,0.102182,0.103592,0.102250,0.102360,0.103582,0.100755,0.102189,0.105112,0.103515,0.104894,0.101733,0.103849,0.102428,0.104007,0.100675,0.029383,0.103789,0.102312,0.101574,0.102025,0.104248,0.102769,0.102861,0.102887,0.101334,0.103636,0.106433,0.103312,0.104482,0.101036,0.104081,0.102529,0.103379,0.100069,0.000000,0.102433,0.100917,0.101058,0.102467,0.102862,0.103197,0.103395,0.102947,0.101446,0.103582,0.105497
HAP4_chr09,0.103358,0.104503,0.102045,0.103606,0.102958,0.103549,0.100677,0.101668,0.030285,0.101329,0.101376,0.102794,0.103023,0.102509,0.102819,0.102946,0.100795,0.103004,0.104814,0.104075,0.104286,0.102031,0.103401,0.107618,0.104264,0.101066,0.102456,0.030100,0.102249,0.102331,0.102670,0.102891,0.102959,0.101220,0.103614,0.101322,0.102176,0.104409,0.103222,0.105133,0.101487,0.104435,0.102660,0.104441,0.100899,0.102587,0.029142,0.101912,0.101462,0.102149,0.103491,0.103255,0.102985,0.102240,0.101842,0.103753,0.104669,0.103334,0.104869,0.101546,0.103789,0.102615,0.103270,0.100908,0.102433,0.000000,0.101876,0.100998,0.102391,0.102890,0.103137,0.101965,0.102919,0.102108,0.103969,0.105159
