unit_a	unit_b	kmers_a	kmers_b	shared	union	jaccard_distance	containment
HAP1_chr09	HAP1_chr10	25637798	23883247	6329968	43191077	0.853443	0.265038
HAP1_chr09	HAP1_chr11	25637798	23795843	6293120	43140521	0.854125	0.264463
HAP1_chr09	HAP2_chr01	25637798	33619673	7893758	51363713	0.846316	0.307895
HAP1_chr09	HAP2_chr02	25637798	33073539	7821018	50890319	0.846316	0.305058
HAP1_chr09	HAP2_chr03	25637798	26828717	6927553	45538962	0.847876	0.270209
HAP1_chr09	HAP2_chr04	25637798	28640897	7025574	47253121	0.851320	0.274032
HAP1_chr09	HAP2_chr05	25637798	28186522	6961778	46862542	0.851443	0.271544
HAP1_chr09	HAP2_chr06	25637798	25664743	6582921	44719620	0.852796	0.256766
HAP1_chr09	HAP2_chr07	25637798	25821481	6548524	44910755	0.854188	0.255425
HAP1_chr09	HAP2_chr08	25637798	25079853	6557390	44160261	0.851509	0.261460
HAP1_chr09	HAP2_chr09	25637798	24512195	17414956	32735037	0.468003	0.710461
HAP1_chr09	HAP2_chr10	25637798	22906993	6102906	42441885	0.856206	0.266421
HAP1_chr09	HAP2_chr11	25637798	23719169	6269818	43087149	0.854485	0.264335
HAP1_chr09	HAP3_chr01	25637798	33658636	7901705	51394729	0.846255	0.308205
HAP1_chr09	HAP3_chr02	25637798	33170979	7863987	50944790	0.845637	0.306734
HAP1_chr09	HAP3_chr03	25637798	26547863	6797701	45387960	0.850231	0.265144
HAP1_chr09	HAP3_chr04	25637798	28330687	6927131	47041354	0.852744	0.270192
HAP1_chr09	HAP3_chr05	25637798	27691526	6869540	46459784	0.852140	0.267946
HAP1_chr09	HAP3_chr06	25637798	25609482	6577229	44670051	0.852760	0.256828
HAP1_chr09	HAP3_chr07	25637798	26380859	6687668	45330989	0.852470	0.260852
HAP1_chr09	HAP3_chr08	25637798	25966901	6739641	44865058	0.849780	0.262879
HAP1_chr09	HAP3_chr09	25637798	25253452	17643017	33248233	0.469355	0.698638
HAP1_chr09	HAP3_chr10	25637798	23486954	6304557	42820195	0.852767	0.268428
HAP1_chr09	HAP3_chr11	25637798	22884473	6142210	42380061	0.855068	0.268401
HAP1_chr09	HAP4_chr01	25637798	33447820	7842348	51243270	0.846958	0.305890
HAP1_chr09	HAP4_chr02	25637798	33497177	7885049	51249926	0.846145	0.307556
HAP1_chr09	HAP4_chr03	25637798	26712570	6805581	45544787	0.850574	0.265451
HAP1_chr09	HAP4_chr04	25637798	28529521	6984262	47183057	0.851975	0.272421
HAP1_chr09	HAP4_chr05	25637798	27981533	6960476	46658855	0.850822	0.271493
HAP1_chr09	HAP4_chr06	25637798	26898629	6804892	45731535	0.851199	0.265424
HAP1_chr09	HAP4_chr07	25637798	25884630	6580046	44942382	0.853589	0.256654
HAP1_chr09	HAP4_chr08	25637798	24051497	6277166	43412129	0.855405	0.260989
HAP1_chr09	HAP4_chr09	25637798	24737561	17720827	32654532	0.457324	0.716353
HAP1_chr09	HAP4_chr10	25637798	22658244	6017806	42278236	0.857662	0.265590
HAP1_chr09	HAP4_chr11	25637798	23110457	6101478	42646777	0.856930	0.264014
HAP1_chr10	HAP1_chr11	23883247	23795843	6038842	41640248	0.854976	0.253777
HAP1_chr10	HAP2_chr01	23883247	33619673	7621041	49881879	0.847218	0.319096
HAP1_chr10	HAP2_chr02	23883247	33073539	7471584	49485202	0.849014	0.312838
HAP1_chr10	HAP2_chr03	23883247	26828717	6592817	44119147	0.850568	0.276044
HAP1_chr10	HAP2_chr04	23883247	28640897	6729432	45794712	0.853052	0.281764
HAP1_chr10	HAP2_chr05	23883247	28186522	6699723	45370046	0.852332	0.280520
HAP1_chr10	HAP2_chr06	23883247	25664743	6340928	43207062	0.853243	0.265497
HAP1_chr10	HAP2_chr07	23883247	25821481	6327009	43377719	0.854142	0.264914
HAP1_chr10	HAP2_chr08	23883247	25079853	6319721	42643379	0.851801	0.264609
HAP1_chr10	HAP2_chr09	23883247	24512195	6097163	42298279	0.855853	0.255290
HAP1_chr10	HAP2_chr10	23883247	22906993	14738898	32051342	0.540147	0.643424
HAP1_chr10	HAP2_chr11	23883247	23719169	6017155	41585261	0.855306	0.253683
HAP1_chr10	HAP3_chr01	23883247	33658636	7618424	49923459	0.847398	0.318986
HAP1_chr10	HAP3_chr02	23883247	33170979	7454575	49599651	0.849705	0.312126
HAP1_chr10	HAP3_chr03	23883247	26547863	6454009	43977101	0.853242	0.270232
HAP1_chr10	HAP3_chr04	23883247	28330687	6669127	45544807	0.853570	0.279239
HAP1_chr10	HAP3_chr05	23883247	27691526	6631239	44943534	0.852454	0.277652
HAP1_chr10	HAP3_chr06	23883247	25609482	6292971	43199758	0.854329	0.263489
HAP1_chr10	HAP3_chr07	23883247	26380859	6466663	43797443	0.852351	0.270761
HAP1_chr10	HAP3_chr08	23883247	25966901	6493872	43356276	0.850221	0.271901
HAP1_chr10	HAP3_chr09	23883247	25253452	6210323	42926376	0.855326	0.260028
HAP1_chr10	HAP3_chr10	23883247	23486954	17481569	29888632	0.415110	0.744310
HAP1_chr10	HAP3_chr11	23883247	22884473	5923071	40844649	0.854985	0.258825
HAP1_chr10	HAP4_chr01	23883247	33447820	7658683	49672384	0.845816	0.320672
HAP1_chr10	HAP4_chr02	23883247	33497177	7569969	49810455	0.848024	0.316957
HAP1_chr10	HAP4_chr03	23883247	26712570	6507331	44088486	0.852403	0.272464
HAP1_chr10	HAP4_chr04	23883247	28529521	6696886	45715882	0.853511	0.280401
HAP1_chr10	HAP4_chr05	23883247	27981533	6691802	45172978	0.851863	0.280188
HAP1_chr10	HAP4_chr06	23883247	26898629	6598666	44183210	0.850652	0.276288
HAP1_chr10	HAP4_chr07	23883247	25884630	6322170	43445707	0.854481	0.264711
HAP1_chr10	HAP4_chr08	23883247	24051497	6071674	41863070	0.854963	0.254223
HAP1_chr10	HAP4_chr09	23883247	24737561	6130235	42490573	0.855727	0.256675
HAP1_chr10	HAP4_chr10	23883247	22658244	14792216	31749275	0.534093	0.652840
HAP1_chr10	HAP4_chr11	23883247	23110457	5918034	41075670	0.855924	0.256076
HAP1_chr11	HAP2_chr01	23795843	33619673	7577261	49838255	0.847963	0.318428
HAP1_chr11	HAP2_chr02	23795843	33073539	7490593	49378789	0.848303	0.314786
HAP1_chr11	HAP2_chr03	23795843	26828717	6590083	44034477	0.850343	0.276943
HAP1_chr11	HAP2_chr04	23795843	28640897	6679885	45756855	0.854013	0.280716
HAP1_chr11	HAP2_chr05	23795843	28186522	6659703	45322662	0.853060	0.279868
HAP1_chr11	HAP2_chr06	23795843	25664743	6334903	43125683	0.853106	0.266219
HAP1_chr11	HAP2_chr07	23795843	25821481	6287325	43329999	0.854897	0.264219
HAP1_chr11	HAP2_chr08	23795843	25079853	6307818	42567878	0.851817	0.265081
HAP1_chr11	HAP2_chr09	23795843	24512195	6072218	42235820	0.856231	0.255180
HAP1_chr11	HAP2_chr10	23795843	22906993	5848629	40854207	0.856841	0.255321
HAP1_chr11	HAP2_chr11	23795843	23719169	15122184	32392828	0.533163	0.637551
HAP1_chr11	HAP3_chr01	23795843	33658636	7587783	49866696	0.847839	0.318870
HAP1_chr11	HAP3_chr02	23795843	33170979	7458379	49508443	0.849351	0.313432
HAP1_chr11	HAP3_chr03	23795843	26547863	6470735	43872971	0.852512	0.271927
HAP1_chr11	HAP3_chr04	23795843	28330687	6591411	45535119	0.855246	0.276998
HAP1_chr11	HAP3_chr05	23795843	27691526	6567785	44919584	0.853788	0.276006
HAP1_chr11	HAP3_chr06	23795843	25609482	6311913	43093412	0.853530	0.265253
HAP1_chr11	HAP3_chr07	23795843	26380859	6408696	43768006	0.853576	0.269320
HAP1_chr11	HAP3_chr08	23795843	25966901	6471900	43290844	0.850502	0.271976
HAP1_chr11	HAP3_chr09	23795843	25253452	6182499	42866796	0.855774	0.259814
HAP1_chr11	HAP3_chr10	23795843	23486954	5990029	41292768	0.854938	0.255036
HAP1_chr11	HAP3_chr11	23795843	22884473	14966533	31713783	0.528075	0.654004
HAP1_chr11	HAP4_chr01	23795843	33447820	7491265	49752398	0.849429	0.314814
HAP1_chr11	HAP4_chr02	23795843	33497177	7557946	49735074	0.848036	0.317616
HAP1_chr11	HAP4_chr03	23795843	26712570	6491235	44017178	0.852530	0.272789
HAP1_chr11	HAP4_chr04	23795843	28529521	6701413	45623951	0.853116	0.281621
HAP1_chr11	HAP4_chr05	23795843	27981533	6643278	45134098	0.852810	0.279178
HAP1_chr11	HAP4_chr06	23795843	26898629	6532220	44162252	0.852086	0.274511
HAP1_chr11	HAP4_chr07	23795843	25884630	6297820	43382653	0.854831	0.264661
HAP1_chr11	HAP4_chr08	23795843	24051497	6068034	41779306	0.854760	0.255004
HAP1_chr11	HAP4_chr09	23795843	24737561	6167948	42365456	0.854411	0.259203
HAP1_chr11	HAP4_chr10	23795843	22658244	5804015	40650072	0.857220	0.256155
HAP1_chr11	HAP4_chr11	23795843	23110457	15044232	31862068	0.527833	0.650971
HAP2_chr01	HAP2_chr02	33619673	33073539	9494632	57198580	0.834006	0.287076
HAP2_chr01	HAP2_chr03	33619673	26828717	8306561	52141829	0.840693	0.309615
HAP2_chr01	HAP2_chr04	33619673	28640897	8491336	53769234	0.842078	0.296476
HAP2_chr01	HAP2_chr05	33619673	28186522	8448185	53358010	0.841670	0.299724
HAP2_chr01	HAP2_chr06	33619673	25664743	7920009	51364407	0.845807	0.308595
HAP2_chr01	HAP2_chr07	33619673	25821481	7864163	51576991	0.847526	0.304559
HAP2_chr01	HAP2_chr08	33619673	25079853	7936935	50762591	0.843646	0.316467
HAP2_chr01	HAP2_chr09	33619673	24512195	7594457	50537411	0.849726	0.309824
HAP2_chr01	HAP2_chr10	33619673	22906993	7301871	49224795	0.851663	0.318762
HAP2_chr01	HAP2_chr11	33619673	23719169	7534336	49804506	0.848722	0.317648
HAP2_chr01	HAP3_chr01	33619673	33658636	24048058	43230251	0.443722	0.715297
HAP2_chr01	HAP3_chr02	33619673	33170979	9481327	57309325	0.834559	0.285832
HAP2_chr01	HAP3_chr03	33619673	26547863	8154273	52013263	0.843227	0.307154
HAP2_chr01	HAP3_chr04	33619673	28330687	8372559	53577801	0.843731	0.295530
HAP2_chr01	HAP3_chr05	33619673	27691526	8323319	52987880	0.842920	0.300573
HAP2_chr01	HAP3_chr06	33619673	25609482	7878398	51350757	0.846577	0.307636
HAP2_chr01	HAP3_chr07	33619673	26380859	8090834	51909698	0.844136	0.306693
HAP2_chr01	HAP3_chr08	33619673	25966901	8148338	51438236	0.841590	0.313797
HAP2_chr01	HAP3_chr09	33619673	25253452	7799958	51073167	0.847279	0.308867
HAP2_chr01	HAP3_chr10	33619673	23486954	7528924	49577703	0.848139	0.320558
HAP2_chr01	HAP3_chr11	33619673	22884473	7330690	49173456	0.850922	0.320335
HAP2_chr01	HAP4_chr01	33619673	33447820	23983249	43084244	0.443341	0.717035
HAP2_chr01	HAP4_chr02	33619673	33497177	9634022	57482828	0.832402	0.287607
HAP2_chr01	HAP4_chr03	33619673	26712570	8282319	52049924	0.840877	0.310053
HAP2_chr01	HAP4_chr04	33619673	28529521	8488129	53661065	0.841820	0.297521
HAP2_chr01	HAP4_chr05	33619673	27981533	8415749	53185457	0.841766	0.300761
HAP2_chr01	HAP4_chr06	33619673	26898629	8235841	52282461	0.842474	0.306181
HAP2_chr01	HAP4_chr07	33619673	25884630	7912067	51592236	0.846642	0.305667
HAP2_chr01	HAP4_chr08	33619673	24051497	7570256	50100914	0.848900	0.314752
HAP2_chr01	HAP4_chr09	33619673	24737561	7663999	50693235	0.848816	0.309812
HAP2_chr01	HAP4_chr10	33619673	22658244	7243878	49034039	0.852268	0.319702
HAP2_chr01	HAP4_chr11	33619673	23110457	7342505	49387625	0.851329	0.317714
HAP2_chr02	HAP2_chr03	33073539	26828717	8212749	51689507	0.841114	0.306118
HAP2_chr02	HAP2_chr04	33073539	28640897	8403677	53310759	0.842364	0.293415
HAP2_chr02	HAP2_chr05	33073539	28186522	8380863	52879198	0.841509	0.297336
HAP2_chr02	HAP2_chr06	33073539	25664743	7813460	50924822	0.846569	0.304443
HAP2_chr02	HAP2_chr07	33073539	25821481	7839297	51055723	0.846456	0.303596
HAP2_chr02	HAP2_chr08	33073539	25079853	7827091	50326301	0.844473	0.312087
HAP2_chr02	HAP2_chr09	33073539	24512195	7545690	50040044	0.849207	0.307834
HAP2_chr02	HAP2_chr10	33073539	22906993	7175901	48804631	0.852967	0.313262
HAP2_chr02	HAP2_chr11	33073539	23719169	7426658	49366050	0.849559	0.313108
HAP2_chr02	HAP3_chr01	33073539	33658636	9554431	57177744	0.832899	0.288884
HAP2_chr02	HAP3_chr02	33073539	33170979	24992034	41252484	0.394169	0.755650
HAP2_chr02	HAP3_chr03	33073539	26547863	8051694	51569708	0.843868	0.303290
HAP2_chr02	HAP3_chr04	33073539	28330687	8285772	53118454	0.844013	0.292466
HAP2_chr02	HAP3_chr05	33073539	27691526	8216500	52548565	0.843640	0.296715
HAP2_chr02	HAP3_chr06	33073539	25609482	7808339	50874682	0.846518	0.304900
HAP2_chr02	HAP3_chr07	33073539	26380859	8039582	51414816	0.843633	0.304751
HAP2_chr02	HAP3_chr08	33073539	25966901	7999126	51041314	0.843281	0.308051
HAP2_chr02	HAP3_chr09	33073539	25253452	7703237	50623754	0.847834	0.305037
HAP2_chr02	HAP3_chr10	33073539	23486954	7396285	49164208	0.849560	0.314910
HAP2_chr02	HAP3_chr11	33073539	22884473	7243371	48714641	0.851310	0.316519
HAP2_chr02	HAP4_chr01	33073539	33447820	9520647	57000712	0.832973	0.287863
HAP2_chr02	HAP4_chr02	33073539	33497177	24233066	42337650	0.427624	0.732703
HAP2_chr02	HAP4_chr03	33073539	26712570	8125704	51660405	0.842709	0.304190
HAP2_chr02	HAP4_chr04	33073539	28529521	8371205	53231855	0.842741	0.293423
HAP2_chr02	HAP4_chr05	33073539	27981533	8299204	52755868	0.842687	0.296596
HAP2_chr02	HAP4_chr06	33073539	26898629	8108777	51863391	0.843651	0.301457
HAP2_chr02	HAP4_chr07	33073539	25884630	7853602	51104567	0.846323	0.303408
HAP2_chr02	HAP4_chr08	33073539	24051497	7472494	49652542	0.849504	0.310687
HAP2_chr02	HAP4_chr09	33073539	24737561	7569619	50241481	0.849335	0.305997
HAP2_chr02	HAP4_chr10	33073539	22658244	7143720	48588063	0.852974	0.315281
HAP2_chr02	HAP4_chr11	33073539	23110457	7246572	48937424	0.851922	0.313562
HAP2_chr03	HAP2_chr04	26828717	28640897	7341980	48127634	0.847448	0.273661
HAP2_chr03	HAP2_chr05	26828717	28186522	7305024	47710215	0.846888	0.272284
HAP2_chr03	HAP2_chr06	26828717	25664743	6887655	45605805	0.848974	0.268370
HAP2_chr03	HAP2_chr07	26828717	25821481	6878391	45771807	0.849724	0.266383
HAP2_chr03	HAP2_chr08	26828717	25079853	6932594	44975976	0.845860	0.276421
HAP2_chr03	HAP2_chr09	26828717	24512195	6649411	44691501	0.851215	0.271270
HAP2_chr03	HAP2_chr10	26828717	22906993	6338150	43397560	0.853951	0.276691
HAP2_chr03	HAP2_chr11	26828717	23719169	6531953	44015933	0.851600	0.275387
HAP2_chr03	HAP3_chr01	26828717	33658636	8337508	52149845	0.840124	0.310768
HAP2_chr03	HAP3_chr02	26828717	33170979	8238366	51761330	0.840839	0.307073
HAP2_chr03	HAP3_chr03	26828717	26547863	18020153	35356427	0.490329	0.678780
HAP2_chr03	HAP3_chr04	26828717	28330687	7263844	47895560	0.848340	0.270749
HAP2_chr03	HAP3_chr05	26828717	27691526	7171170	47349073	0.848547	0.267295
HAP2_chr03	HAP3_chr06	26828717	25609482	6903842	45534357	0.848382	0.269581
HAP2_chr03	HAP3_chr07	26828717	26380859	6996761	46212815	0.848597	0.265221
HAP2_chr03	HAP3_chr08	26828717	25966901	7059486	45736132	0.845648	0.271865
HAP2_chr03	HAP3_chr09	26828717	25253452	6786052	45296117	0.850185	0.268718
HAP2_chr03	HAP3_chr10	26828717	23486954	6528652	43787019	0.850900	0.277969
HAP2_chr03	HAP3_chr11	26828717	22884473	6378374	43334816	0.852812	0.278721
HAP2_chr03	HAP4_chr01	26828717	33447820	8315395	51961142	0.839969	0.309944
HAP2_chr03	HAP4_chr02	26828717	33497177	8302043	52023851	0.840419	0.309446
HAP2_chr03	HAP4_chr03	26828717	26712570	18306276	35235011	0.480452	0.685306
HAP2_chr03	HAP4_chr04	26828717	28529521	7314219	48044019	0.847760	0.272626
HAP2_chr03	HAP4_chr05	26828717	27981533	7256099	47554151	0.847414	0.270460
HAP2_chr03	HAP4_chr06	26828717	26898629	7145973	46581373	0.846592	0.266355
HAP2_chr03	HAP4_chr07	26828717	25884630	6857636	45855711	0.850452	0.264931
HAP2_chr03	HAP4_chr08	26828717	24051497	6583811	44296403	0.851369	0.273738
HAP2_chr03	HAP4_chr09	26828717	24737561	6679862	44886416	0.851183	0.270029
HAP2_chr03	HAP4_chr10	26828717	22658244	6275257	43211704	0.854779	0.276952
HAP2_chr03	HAP4_chr11	26828717	23110457	6409084	43530090	0.852767	0.277324
HAP2_chr04	HAP2_chr05	28640897	28186522	7472850	49354569	0.848588	0.265121
HAP2_chr04	HAP2_chr06	28640897	25664743	7044534	47261106	0.850944	0.274483
HAP2_chr04	HAP2_chr07	28640897	25821481	7035501	47426877	0.851656	0.272467
HAP2_chr04	HAP2_chr08	28640897	25079853	6981945	46738805	0.850618	0.278389
HAP2_chr04	HAP2_chr09	28640897	24512195	6755904	46397188	0.854390	0.275614
HAP2_chr04	HAP2_chr10	28640897	22906993	6448142	45099748	0.857025	0.281492
HAP2_chr04	HAP2_chr11	28640897	23719169	6645946	45714120	0.854619	0.280193
HAP2_chr04	HAP3_chr01	28640897	33658636	8499851	53799682	0.842009	0.296773
HAP2_chr04	HAP3_chr02	28640897	33170979	8424495	53387381	0.842201	0.294142
HAP2_chr04	HAP3_chr03	28640897	26547863	7204003	47984757	0.849869	0.271359
HAP2_chr04	HAP3_chr04	28640897	28330687	20897949	36073635	0.420686	0.737644
HAP2_chr04	HAP3_chr05	28640897	27691526	7366356	48966067	0.849562	0.266015
HAP2_chr04	HAP3_chr06	28640897	25609482	7018943	47231436	0.851393	0.274076
HAP2_chr04	HAP3_chr07	28640897	26380859	7184957	47836799	0.849803	0.272355
HAP2_chr04	HAP3_chr08	28640897	25966901	7161795	47446003	0.849054	0.275805
HAP2_chr04	HAP3_chr09	28640897	25253452	6937816	46956533	0.852250	0.274727
HAP2_chr04	HAP3_chr10	28640897	23486954	6672352	45455499	0.853211	0.284088
HAP2_chr04	HAP3_chr11	28640897	22884473	6462501	45062869	0.856589	0.282397
HAP2_chr04	HAP4_chr01	28640897	33447820	8430337	53658380	0.842889	0.294346
HAP2_chr04	HAP4_chr02	28640897	33497177	8487372	53650702	0.841803	0.296338
HAP2_chr04	HAP4_chr03	28640897	26712570	7235639	48117828	0.849627	0.270870
HAP2_chr04	HAP4_chr04	28640897	28529521	20952547	36217871	0.421486	0.734416
HAP2_chr04	HAP4_chr05	28640897	27981533	7415915	49206515	0.849290	0.265029
HAP2_chr04	HAP4_chr06	28640897	26898629	7317682	48221844	0.848250	0.272047
HAP2_chr04	HAP4_chr07	28640897	25884630	7049149	47476378	0.851523	0.272330
HAP2_chr04	HAP4_chr08	28640897	24051497	6733776	45958618	0.853482	0.279973
HAP2_chr04	HAP4_chr09	28640897	24737561	6823617	46554841	0.853428	0.275840
HAP2_chr04	HAP4_chr10	28640897	22658244	6373088	44926053	0.858143	0.281270
HAP2_chr04	HAP4_chr11	28640897	23110457	6495387	45255967	0.856474	0.281058
HAP2_chr05	HAP2_chr06	28186522	25664743	7011642	46839623	0.850305	0.273201
HAP2_chr05	HAP2_chr07	28186522	25821481	6982789	47025214	0.851510	0.270426
HAP2_chr05	HAP2_chr08	28186522	25079853	6993331	46273044	0.848868	0.278843
HAP2_chr05	HAP2_chr09	28186522	24512195	6708088	45990629	0.854142	0.273663
HAP2_chr05	HAP2_chr10	28186522	22906993	6461910	44631605	0.855217	0.282093
HAP2_chr05	HAP2_chr11	28186522	23719169	6646405	45259286	0.853148	0.280212
HAP2_chr05	HAP3_chr01	28186522	33658636	8484539	53360619	0.840996	0.301014
HAP2_chr05	HAP3_chr02	28186522	33170979	8369237	52988264	0.842055	0.296923
HAP2_chr05	HAP3_chr03	28186522	26547863	7205227	47529158	0.848404	0.271405
HAP2_chr05	HAP3_chr04	28186522	28330687	7392238	49124971	0.849522	0.262261
HAP2_chr05	HAP3_chr05	28186522	27691526	20044161	35833887	0.440637	0.723837
HAP2_chr05	HAP3_chr06	28186522	25609482	6973187	46822817	0.851073	0.272289
HAP2_chr05	HAP3_chr07	28186522	26380859	7149116	47418265	0.849233	0.270996
HAP2_chr05	HAP3_chr08	28186522	25966901	7115774	47037649	0.848722	0.274032
HAP2_chr05	HAP3_chr09	28186522	25253452	6912146	46527828	0.851441	0.273711
HAP2_chr05	HAP3_chr10	28186522	23486954	6656876	45016600	0.852124	0.283429
HAP2_chr05	HAP3_chr11	28186522	22884473	6488414	44582581	0.854463	0.283529
HAP2_chr05	HAP4_chr01	28186522	33447820	8411836	53222506	0.841950	0.298435
HAP2_chr05	HAP4_chr02	28186522	33497177	8402617	53281082	0.842296	0.298108
HAP2_chr05	HAP4_chr03	28186522	26712570	7245888	47653204	0.847945	0.271254
HAP2_chr05	HAP4_chr04	28186522	28529521	7464430	49251613	0.848443	0.264823
HAP2_chr05	HAP4_chr05	28186522	27981533	19566615	36601440	0.465414	0.699269
HAP2_chr05	HAP4_chr06	28186522	26898629	7280084	47805067	0.847713	0.270649
HAP2_chr05	HAP4_chr07	28186522	25884630	7006494	47064658	0.851130	0.270682
HAP2_chr05	HAP4_chr08	28186522	24051497	6734270	45503749	0.852006	0.279994
HAP2_chr05	HAP4_chr09	28186522	24737561	6788682	46135401	0.852853	0.274428
HAP2_chr05	HAP4_chr10	28186522	22658244	6382843	44461923	0.856442	0.281701
HAP2_chr05	HAP4_chr11	28186522	23110457	6475581	44821398	0.855525	0.280201
HAP2_chr06	HAP2_chr07	25664743	25821481	6607315	44878909	0.852775	0.257447
HAP2_chr06	HAP2_chr08	25664743	25079853	6617828	44126768	0.850027	0.263870
HAP2_chr06	HAP2_chr09	25664743	24512195	6334535	43842403	0.855516	0.258424
HAP2_chr06	HAP2_chr10	25664743	22906993	6132286	42439450	0.855505	0.267704
HAP2_chr06	HAP2_chr11	25664743	23719169	6306484	43077428	0.853601	0.265881
HAP2_chr06	HAP3_chr01	25664743	33658636	7947731	51375648	0.845302	0.309675
HAP2_chr06	HAP3_chr02	25664743	33170979	7839822	50995900	0.846266	0.305471
HAP2_chr06	HAP3_chr03	25664743	26547863	6820424	45392182	0.849745	0.265751
HAP2_chr06	HAP3_chr04	25664743	28330687	6974738	47020692	0.851667	0.271763
HAP2_chr06	HAP3_chr05	25664743	27691526	6911091	46445178	0.851199	0.269283
HAP2_chr06	HAP3_chr06	25664743	25609482	17320995	33953230	0.489857	0.676351
HAP2_chr06	HAP3_chr07	25664743	26380859	6762304	45283298	0.850667	0.263486
HAP2_chr06	HAP3_chr08	25664743	25966901	6739178	44892466	0.849882	0.262585
HAP2_chr06	HAP3_chr09	25664743	25253452	6514492	44403703	0.853289	0.257964
HAP2_chr06	HAP3_chr10	25664743	23486954	6319630	42832067	0.852456	0.269070
HAP2_chr06	HAP3_chr11	25664743	22884473	6123349	42425867	0.855669	0.267577
HAP2_chr06	HAP4_chr01	25664743	33447820	7851371	51261192	0.846836	0.305920
HAP2_chr06	HAP4_chr02	25664743	33497177	7934341	51227579	0.845116	0.309153
HAP2_chr06	HAP4_chr03	25664743	26712570	6836101	45541212	0.849892	0.266362
HAP2_chr06	HAP4_chr04	25664743	28529521	7017876	47176388	0.851242	0.273444
HAP2_chr06	HAP4_chr05	25664743	27981533	6979688	46666588	0.850435	0.271956
HAP2_chr06	HAP4_chr06	25664743	26898629	17591075	34972297	0.497000	0.685418
HAP2_chr06	HAP4_chr07	25664743	25884630	6610508	44938865	0.852900	0.257572
HAP2_chr06	HAP4_chr08	25664743	24051497	6311542	43404698	0.854589	0.262418
HAP2_chr06	HAP4_chr09	25664743	24737561	6405746	43996558	0.854403	0.258948
HAP2_chr06	HAP4_chr10	25664743	22658244	6066007	42256980	0.856450	0.267717
HAP2_chr06	HAP4_chr11	25664743	23110457	6132952	42642248	0.856177	0.265376
HAP2_chr07	HAP2_chr08	25821481	25079853	6520064	44381270	0.853090	0.259972
HAP2_chr07	HAP2_chr09	25821481	24512195	6305428	44028248	0.856787	0.257236
HAP2_chr07	HAP2_chr10	25821481	22906993	6052124	42676350	0.858186	0.264204
HAP2_chr07	HAP2_chr11	25821481	23719169	6251656	43288994	0.855583	0.263570
HAP2_chr07	HAP3_chr01	25821481	33658636	7903557	51576560	0.846761	0.306085
HAP2_chr07	HAP3_chr02	25821481	33170979	7815028	51177432	0.847295	0.302656
HAP2_chr07	HAP3_chr03	25821481	26547863	6775497	45593847	0.851394	0.262398
HAP2_chr07	HAP3_chr04	25821481	28330687	6935218	47216950	0.853120	0.268583
HAP2_chr07	HAP3_chr05	25821481	27691526	6893364	46619643	0.852136	0.266962
HAP2_chr07	HAP3_chr06	25821481	25609482	6614756	44816207	0.852403	0.258293
HAP2_chr07	HAP3_chr07	25821481	26380859	17835879	34366461	0.481009	0.690738
HAP2_chr07	HAP3_chr08	25821481	25966901	6730155	45058227	0.850634	0.260642
HAP2_chr07	HAP3_chr09	25821481	25253452	6423130	44651803	0.856151	0.254347
HAP2_chr07	HAP3_chr10	25821481	23486954	6273303	43035132	0.854228	0.267097
HAP2_chr07	HAP3_chr11	25821481	22884473	6130094	42575860	0.856019	0.267871
HAP2_chr07	HAP4_chr01	25821481	33447820	7842457	51426844	0.847503	0.303718
HAP2_chr07	HAP4_chr02	25821481	33497177	7852170	51466488	0.847431	0.304094
HAP2_chr07	HAP4_chr03	25821481	26712570	6814793	45719258	0.850943	0.263920
HAP2_chr07	HAP4_chr04	25821481	28529521	7025154	47325848	0.851558	0.272066
HAP2_chr07	HAP4_chr05	25821481	27981533	6963041	46839973	0.851344	0.269661
HAP2_chr07	HAP4_chr06	25821481	26898629	6846146	45873964	0.850762	0.265134
HAP2_chr07	HAP4_chr07	25821481	25884630	17428703	34277408	0.491540	0.674969
HAP2_chr07	HAP4_chr08	25821481	24051497	6288814	43584164	0.855709	0.261473
HAP2_chr07	HAP4_chr09	25821481	24737561	6384581	44174461	0.855469	0.258093
HAP2_chr07	HAP4_chr10	25821481	22658244	6035641	42444084	0.857798	0.266377
HAP2_chr07	HAP4_chr11	25821481	23110457	6104560	42827378	0.857461	0.264147
HAP2_chr08	HAP2_chr09	25079853	24512195	6362291	43229757	0.852826	0.259556
HAP2_chr08	HAP2_chr10	25079853	22906993	6056014	41930832	0.855571	0.264374
HAP2_chr08	HAP2_chr11	25079853	23719169	6232658	42566364	0.853578	0.262769
HAP2_chr08	HAP3_chr01	25079853	33658636	8025265	50713224	0.841752	0.319989
HAP2_chr08	HAP3_chr02	25079853	33170979	7832693	50418139	0.844645	0.312310
HAP2_chr08	HAP3_chr03	25079853	26547863	6816194	44811522	0.847892	0.271780
HAP2_chr08	HAP3_chr04	25079853	28330687	6861002	46549538	0.852609	0.273566
HAP2_chr08	HAP3_chr05	25079853	27691526	6900493	45870886	0.849567	0.275141
HAP2_chr08	HAP3_chr06	25079853	25609482	6606141	44083194	0.850144	0.263404
HAP2_chr08	HAP3_chr07	25079853	26380859	6722701	44738011	0.849732	0.268052
HAP2_chr08	HAP3_chr08	25079853	25966901	17012978	34033776	0.500115	0.678352
HAP2_chr08	HAP3_chr09	25079853	25253452	6516372	43816933	0.851282	0.259825
