,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP1_chr26,HAP1_chr27,HAP1_chr28,HAP1_chr29,HAP1_chr30,HAP1_chr31,HAP1_chr32,HAP1_chr33,HAP1_chr34,HAP1_chr35,HAP1_chr36,HAP1_chr37,HAP1_chr38,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP2_chr26,HAP2_chr27,HAP2_chr28,HAP2_chr29,HAP2_chr30,HAP2_chr31,HAP2_chr32,HAP2_chr33,HAP2_chr34,HAP2_chr35,HAP2_chr36,HAP2_chr37,HAP2_chr38
HAP1_chr33,0.155231,0.155761,0.154647,0.153341,0.152609,0.154315,0.152544,0.149769,0.151574,0.152914,0.153729,0.155229,0.151792,0.152562,0.155486,0.153245,0.157365,0.158277,0.156367,0.154709,0.157447,0.152677,0.142167,0.153632,0.152208,0.141857,0.152197,0.157313,0.155885,0.157397,0.156383,0.157106,0.000000,0.070085,0.156251,0.158047,0.154885,0.157502,0.155078,0.155962,0.154546,0.154743,0.156021,0.151226,0.152736,0.152760,0.150662,0.152085,0.151915,0.153908,0.152968,0.153997,0.156826,0.152758,0.157414,0.159515,0.154503,0.154201,0.158803,0.152237,0.141988,0.156609,0.151028,0.140857,0.153942,0.156807,0.155193,0.155522,0.157247,0.154437,0.008784,0.069792,0.155553,0.158970,0.156917,0.158787
HAP1_chr34,0.152919,0.153514,0.152594,0.153020,0.151129,0.150120,0.154418,0.149240,0.152152,0.150973,0.150037,0.153382,0.151076,0.152370,0.152563,0.153104,0.157140,0.156214,0.150849,0.152845,0.154343,0.151426,0.139657,0.153088,0.150990,0.138656,0.153240,0.155112,0.152993,0.155224,0.156052,0.154020,0.070085,0.000000,0.156458,0.156995,0.153517,0.154595,0.151474,0.152346,0.152375,0.152091,0.153820,0.147928,0.152271,0.151124,0.153140,0.152063,0.150818,0.150966,0.151128,0.152138,0.151847,0.151049,0.156041,0.154523,0.149899,0.154197,0.153647,0.151831,0.139191,0.154853,0.151255,0.138269,0.153419,0.154831,0.152907,0.154731,0.155427,0.155066,0.070025,0.007855,0.154874,0.157127,0.157015,0.153914
HAP1_chr35,0.153469,0.153611,0.151110,0.151214,0.150035,0.149641,0.149871,0.149743,0.149158,0.149424,0.148649,0.150284,0.148503,0.149484,0.153445,0.153588,0.153311,0.158049,0.150666,0.145131,0.147581,0.151080,0.152773,0.150081,0.151085,0.151954,0.154150,0.155993,0.155626,0.155689,0.150014,0.156788,0.156251,0.156458,0.000000,0.070776,0.154204,0.156490,0.153841,0.157455,0.151323,0.149450,0.152261,0.148274,0.150509,0.150059,0.149972,0.149192,0.151639,0.149588,0.149945,0.152605,0.153026,0.150476,0.154597,0.155497,0.150403,0.145985,0.150023,0.149841,0.153952,0.152296,0.150883,0.151135,0.154072,0.154096,0.154840,0.155454,0.148586,0.154190,0.155526,0.153301,0.008221,0.071060,0.155509,0.159271
HAP1_chr36,0.157572,0.155347,0.156636,0.154039,0.151784,0.152835,0.153558,0.151626,0.152920,0.152422,0.150797,0.154380,0.149423,0.152436,0.154728,0.154398,0.157753,0.156415,0.153021,0.149060,0.148877,0.157123,0.153691,0.154908,0.151219,0.152365,0.157179,0.155564,0.157199,0.156409,0.154596,0.159460,0.158047,0.156995,0.070776,0.000000,0.157640,0.155356,0.158362,0.155946,0.152185,0.151367,0.152298,0.152889,0.157282,0.152267,0.154303,0.152008,0.149614,0.150349,0.150832,0.154557,0.155018,0.151820,0.157747,0.160447,0.152894,0.149251,0.150023,0.151995,0.154884,0.158964,0.153871,0.151778,0.155217,0.154881,0.155830,0.155524,0.154779,0.154533,0.155895,0.157838,0.071035,0.008184,0.158241,0.158462
HAP1_chr37,0.150837,0.151366,0.150933,0.150659,0.150104,0.149065,0.150841,0.148554,0.150812,0.150686,0.151675,0.151750,0.149710,0.146926,0.153289,0.151189,0.158425,0.157621,0.152962,0.152023,0.156335,0.150299,0.150903,0.152521,0.145148,0.150909,0.151190,0.155523,0.152600,0.153866,0.151321,0.155471,0.154885,0.153517,0.154204,0.157640,0.000000,0.071542,0.149253,0.152422,0.151068,0.150335,0.152188,0.147839,0.150336,0.150213,0.150969,0.147931,0.152513,0.151179,0.151881,0.148008,0.153832,0.149421,0.157770,0.155385,0.150797,0.151865,0.155705,0.148951,0.151905,0.153558,0.146227,0.151725,0.151763,0.155409,0.154790,0.152723,0.150429,0.154084,0.153433,0.153411,0.153753,0.159641,0.007491,0.071551
HAP1_chr38,0.152965,0.151545,0.151546,0.152652,0.148057,0.152240,0.151567,0.146910,0.150058,0.149374,0.150921,0.150610,0.149166,0.147182,0.152745,0.150584,0.155790,0.158374,0.153227,0.153795,0.153666,0.150604,0.151963,0.153107,0.145993,0.152342,0.155193,0.151809,0.154521,0.153543,0.149478,0.155418,0.157502,0.154595,0.156490,0.155356,0.071542,0.000000,0.152296,0.151136,0.151255,0.151713,0.151808,0.149717,0.153001,0.148744,0.151726,0.150415,0.149743,0.151181,0.151638,0.147600,0.150797,0.149085,0.154663,0.156256,0.150449,0.153981,0.154298,0.150437,0.155071,0.154176,0.147579,0.149792,0.153166,0.154014,0.152479,0.154832,0.150734,0.154848,0.152374,0.152249,0.153092,0.156970,0.071829,0.006470
HAP2_chr01,0.009171,0.075091,0.140444,0.143394,0.143906,0.144695,0.142768,0.142658,0.140605,0.143434,0.144615,0.145030,0.140978,0.143550,0.143643,0.143975,0.143839,0.144268,0.149574,0.145826,0.148557,0.142660,0.145180,0.146031,0.141775,0.145963,0.146542,0.149790,0.149058,0.148825,0.145817,0.151773,0.155078,0.151474,0.153841,0.158362,0.149253,0.152296,0.000000,0.074983,0.140058,0.143049,0.145010,0.143869,0.142910,0.144213,0.140636,0.143475,0.146793,0.143042,0.140997,0.143781,0.144952,0.145516,0.143361,0.144873,0.148729,0.145919,0.150118,0.141747,0.145463,0.149627,0.142011,0.144999,0.146088,0.148855,0.149247,0.149963,0.144361,0.152881,0.151394,0.153397,0.152383,0.157596,0.151375,0.153890
HAP2_chr02,0.075093,0.008875,0.141759,0.145941,0.145078,0.147323,0.142856,0.145123,0.140268,0.145561,0.145059,0.148340,0.143535,0.145531,0.145986,0.144804,0.146208,0.143854,0.148600,0.148425,0.148456,0.146188,0.146813,0.148014,0.143591,0.145840,0.150140,0.146936,0.151495,0.150892,0.147660,0.152113,0.155962,0.152346,0.157455,0.155946,0.152422,0.151136,0.074983,0.000000,0.141013,0.145641,0.147004,0.144903,0.144573,0.147527,0.140944,0.145586,0.145851,0.145170,0.143641,0.144737,0.145416,0.146474,0.145504,0.145968,0.148280,0.149658,0.150818,0.143957,0.147977,0.150241,0.142372,0.145628,0.148186,0.148676,0.150107,0.150033,0.146959,0.152084,0.153261,0.153856,0.156038,0.157422,0.152990,0.152195
HAP2_chr03,0.139793,0.140438,0.010618,0.134299,0.132484,0.136761,0.133665,0.134459,0.077651,0.133349,0.133459,0.136136,0.134658,0.137510,0.135013,0.135604,0.147638,0.147140,0.139628,0.148784,0.151455,0.142671,0.145726,0.135704,0.138093,0.144781,0.145872,0.147352,0.151165,0.149113,0.134740,0.151205,0.154546,0.152375,0.151323,0.152185,0.151068,0.151255,0.140058,0.141013,0.000000,0.137202,0.135657,0.135501,0.132969,0.137202,0.078379,0.134022,0.132926,0.135593,0.133523,0.137339,0.132836,0.137132,0.148892,0.150281,0.139842,0.150010,0.151806,0.139413,0.145511,0.138485,0.138703,0.145629,0.143932,0.147291,0.150639,0.147103,0.134394,0.151486,0.150373,0.153398,0.149875,0.155210,0.151686,0.154344
HAP2_chr04,0.143332,0.143374,0.137881,0.010088,0.133524,0.134782,0.133489,0.134508,0.136069,0.134839,0.133680,0.134763,0.134918,0.140588,0.130483,0.076893,0.148617,0.149703,0.139118,0.150235,0.149492,0.142093,0.145993,0.135908,0.139328,0.146285,0.146746,0.147482,0.147352,0.149837,0.134489,0.148737,0.154743,0.152091,0.149450,0.151367,0.150335,0.151713,0.143049,0.145641,0.137202,0.000000,0.134947,0.134340,0.135141,0.137642,0.138195,0.134576,0.135504,0.133110,0.135804,0.140009,0.131291,0.077722,0.148895,0.149507,0.140541,0.148765,0.151970,0.139572,0.145998,0.137640,0.139742,0.146039,0.146118,0.147185,0.147858,0.146302,0.132383,0.147102,0.151157,0.153175,0.148109,0.151534,0.150792,0.153236
HAP2_chr05,0.143237,0.147210,0.135726,0.133178,0.009613,0.135431,0.135045,0.129074,0.134379,0.134089,0.076355,0.128952,0.133532,0.139081,0.134563,0.134966,0.150378,0.147968,0.138153,0.149220,0.148884,0.140537,0.146235,0.134992,0.140145,0.146266,0.148347,0.150030,0.151710,0.149163,0.134881,0.149586,0.156021,0.153820,0.152261,0.152298,0.152188,0.151808,0.145010,0.147004,0.135657,0.134947,0.000000,0.132798,0.135833,0.129880,0.136102,0.133578,0.076840,0.129397,0.134405,0.138283,0.133789,0.136070,0.150779,0.150017,0.138187,0.149521,0.149091,0.140145,0.147288,0.134838,0.139810,0.146597,0.147570,0.148693,0.149676,0.148311,0.134793,0.150479,0.151459,0.153696,0.147692,0.153020,0.150163,0.154051
HAP2_chr06,0.143160,0.143922,0.136505,0.132620,0.131859,0.010817,0.131150,0.129585,0.132605,0.130810,0.130981,0.131066,0.077591,0.137618,0.130856,0.131577,0.147227,0.149373,0.135370,0.147929,0.148968,0.138387,0.146526,0.131041,0.139949,0.144794,0.146437,0.143806,0.147816,0.147949,0.136674,0.148571,0.151226,0.147928,0.148274,0.152889,0.147839,0.149717,0.143869,0.144903,0.135501,0.134340,0.132798,0.000000,0.131168,0.133413,0.134465,0.130542,0.134455,0.131914,0.077893,0.138886,0.130306,0.133629,0.147190,0.148141,0.133471,0.148784,0.149987,0.136979,0.146284,0.133005,0.140932,0.144337,0.145977,0.144904,0.146361,0.148014,0.134513,0.147971,0.147652,0.149244,0.147921,0.152526,0.149866,0.151661
HAP2_chr07,0.144414,0.143320,0.133834,0.132729,0.134053,0.133384,0.011673,0.130770,0.133608,0.133595,0.132947,0.135550,0.131826,0.138489,0.132278,0.136954,0.146698,0.150200,0.138500,0.150257,0.151548,0.142807,0.147529,0.077842,0.138920,0.149012,0.147105,0.149609,0.149293,0.149639,0.134847,0.150011,0.152736,0.152271,0.150509,0.157282,0.150336,0.153001,0.142910,0.144573,0.132969,0.135141,0.135833,0.131168,0.000000,0.137924,0.133615,0.133943,0.134472,0.132912,0.130685,0.137468,0.132399,0.138720,0.149657,0.150573,0.140140,0.148759,0.152990,0.140938,0.148317,0.078486,0.138881,0.146742,0.146475,0.148642,0.148660,0.149558,0.134619,0.149256,0.151221,0.153642,0.148610,0.154161,0.151396,0.153660
HAP2_chr08,0.143210,0.146956,0.137897,0.135691,0.128832,0.133853,0.134028,0.016397,0.132812,0.136215,0.128173,0.075100,0.136313,0.138767,0.132109,0.134898,0.148799,0.148708,0.138881,0.147273,0.147570,0.139798,0.147239,0.137036,0.139392,0.144761,0.148159,0.145861,0.148057,0.149483,0.132354,0.146628,0.152760,0.151124,0.150059,0.152267,0.150213,0.148744,0.144213,0.147527,0.137202,0.137642,0.129880,0.133413,0.137924,0.000000,0.133233,0.135406,0.128691,0.076038,0.137733,0.139863,0.131637,0.137352,0.150895,0.148780,0.138691,0.149128,0.148836,0.140639,0.147422,0.138170,0.140076,0.144792,0.147775,0.147224,0.146092,0.148660,0.131342,0.145975,0.148297,0.150178,0.147752,0.150432,0.150547,0.152112
HAP2_chr09,0.139241,0.140527,0.078964,0.136610,0.134036,0.133937,0.133078,0.132037,0.010645,0.135136,0.130861,0.137852,0.134483,0.136362,0.131737,0.137091,0.149258,0.149161,0.138963,0.149869,0.150325,0.142852,0.146830,0.134445,0.137595,0.146790,0.147371,0.148176,0.146431,0.149244,0.136360,0.151078,0.150662,0.153140,0.149972,0.154303,0.150969,0.151726,0.140636,0.140944,0.078379,0.138195,0.136102,0.134465,0.133615,0.133233,0.000000,0.134490,0.132312,0.138025,0.134274,0.137269,0.132211,0.137622,0.149803,0.149437,0.138363,0.148101,0.153402,0.140584,0.146956,0.137970,0.137901,0.145973,0.146453,0.145618,0.146364,0.146775,0.136642,0.148654,0.148865,0.150914,0.148187,0.155546,0.152373,0.154045
HAP2_chr10,0.142137,0.144491,0.135824,0.132039,0.130895,0.131752,0.131163,0.130600,0.133613,0.009357,0.130148,0.133550,0.133928,0.137831,0.129097,0.133054,0.142463,0.143004,0.075819,0.145913,0.148554,0.139536,0.144684,0.133701,0.137080,0.145726,0.146914,0.147255,0.148016,0.147880,0.134687,0.146686,0.152085,0.152063,0.149192,0.152008,0.147931,0.150415,0.143475,0.145586,0.134022,0.134576,0.133578,0.130542,0.133943,0.135406,0.134490,0.000000,0.131215,0.134282,0.134714,0.139484,0.128363,0.135035,0.142777,0.143743,0.076126,0.146534,0.150278,0.136682,0.146485,0.135898,0.139292,0.147534,0.143803,0.145060,0.146737,0.146543,0.132657,0.145861,0.147144,0.149074,0.147938,0.153517,0.150122,0.153127
HAP2_chr11,0.144645,0.144677,0.133395,0.132343,0.076350,0.134079,0.132311,0.126002,0.130499,0.131136,0.009572,0.130217,0.134437,0.139440,0.131763,0.133610,0.151063,0.145794,0.138606,0.149232,0.149356,0.144833,0.148420,0.135815,0.138512,0.147076,0.145909,0.148531,0.150617,0.149957,0.135876,0.148927,0.151915,0.150818,0.151639,0.149614,0.152513,0.149743,0.146793,0.145851,0.132926,0.135504,0.076840,0.134455,0.134472,0.128691,0.132312,0.131215,0.000000,0.130152,0.135597,0.138198,0.131085,0.135108,0.152465,0.147340,0.139485,0.150870,0.151828,0.142442,0.148249,0.138149,0.139596,0.147709,0.144085,0.147340,0.149002,0.151095,0.135446,0.146915,0.149509,0.149049,0.149090,0.150730,0.152833,0.152551
HAP2_chr12,0.142649,0.145849,0.138112,0.132968,0.128955,0.132287,0.129753,0.075734,0.136391,0.134206,0.129148,0.009496,0.133318,0.142145,0.133536,0.134665,0.148597,0.146905,0.140100,0.147393,0.149827,0.142402,0.146454,0.135668,0.140363,0.147444,0.145774,0.148779,0.151379,0.147125,0.137585,0.147365,0.153908,0.150966,0.149588,0.150349,0.151179,0.151181,0.143042,0.145170,0.135593,0.133110,0.129397,0.131914,0.132912,0.076038,0.138025,0.134282,0.130152,0.000000,0.132366,0.141256,0.132602,0.136637,0.149316,0.150430,0.140278,0.149731,0.153410,0.141409,0.147417,0.138101,0.140284,0.146327,0.144872,0.147713,0.149310,0.146885,0.137204,0.148198,0.149648,0.151327,0.149208,0.153496,0.152344,0.152971
HAP2_chr13,0.141758,0.143476,0.135286,0.135033,0.132513,0.078217,0.131518,0.136310,0.132294,0.135315,0.134530,0.135530,0.010254,0.140585,0.134111,0.135947,0.147316,0.145780,0.137571,0.149491,0.149056,0.138979,0.144784,0.135594,0.140100,0.145603,0.145827,0.143938,0.150471,0.149334,0.133500,0.149445,0.152968,0.151128,0.149945,0.150832,0.151881,0.151638,0.140997,0.143641,0.133523,0.135804,0.134405,0.077893,0.130685,0.137733,0.134274,0.134714,0.135597,0.132366,0.000000,0.140265,0.134952,0.138032,0.148279,0.150152,0.138504,0.148014,0.150500,0.136872,0.144388,0.135683,0.138594,0.145382,0.145802,0.143843,0.148679,0.147353,0.133662,0.149211,0.150618,0.152040,0.149189,0.151419,0.150641,0.153702
HAP2_chr14,0.143057,0.144206,0.138072,0.138859,0.137875,0.133557,0.135671,0.138423,0.136197,0.138485,0.137785,0.141654,0.139895,0.008505,0.139789,0.138264,0.147979,0.148612,0.141740,0.149083,0.148603,0.144477,0.147521,0.136952,0.075611,0.147226,0.146937,0.148289,0.148987,0.151525,0.141102,0.149507,0.153997,0.152138,0.152605,0.154557,0.148008,0.147600,0.143781,0.144737,0.137339,0.140009,0.138283,0.138886,0.137468,0.139863,0.137269,0.139484,0.138198,0.141256,0.140265,0.000000,0.137674,0.140851,0.148728,0.149337,0.142778,0.148598,0.150436,0.142763,0.146176,0.140656,0.075620,0.145604,0.147500,0.147447,0.146888,0.149645,0.140502,0.149209,0.151144,0.152343,0.150182,0.153812,0.149999,0.148925
HAP2_chr15,0.143174,0.144654,0.135027,0.129152,0.131415,0.132163,0.129820,0.128057,0.127773,0.129380,0.129349,0.133711,0.134369,0.138289,0.012559,0.130095,0.150805,0.149735,0.136882,0.150456,0.150957,0.143919,0.149342,0.130967,0.138703,0.146665,0.149209,0.148346,0.148822,0.150324,0.080657,0.148973,0.156826,0.151847,0.153026,0.155018,0.153832,0.150797,0.144952,0.145416,0.132836,0.131291,0.133789,0.130306,0.132399,0.131637,0.132211,0.128363,0.131085,0.132602,0.134952,0.137674,0.000000,0.133208,0.149311,0.149157,0.137421,0.152794,0.154324,0.140877,0.149629,0.134523,0.138231,0.146561,0.147020,0.147976,0.147230,0.147274,0.080427,0.149227,0.153073,0.151898,0.149862,0.156039,0.152323,0.154089
HAP2_chr16,0.144561,0.145705,0.137959,0.077807,0.134298,0.136684,0.137618,0.134098,0.137706,0.134122,0.134102,0.137102,0.136594,0.140804,0.133283,0.010075,0.151054,0.149820,0.139031,0.148328,0.149357,0.140764,0.146788,0.136787,0.142498,0.146234,0.147467,0.146510,0.149636,0.148573,0.134697,0.148272,0.152758,0.151049,0.150476,0.151820,0.149421,0.149085,0.145516,0.146474,0.137132,0.077722,0.136070,0.133629,0.138720,0.137352,0.137622,0.135035,0.135108,0.136637,0.138032,0.140851,0.133208,0.000000,0.152120,0.150204,0.139106,0.149284,0.150643,0.139553,0.146838,0.140261,0.143381,0.147373,0.147698,0.146382,0.148462,0.147153,0.133618,0.148505,0.150037,0.150956,0.148968,0.152375,0.150609,0.150800
HAP2_chr17,0.142935,0.145922,0.149885,0.148855,0.148400,0.148701,0.148974,0.149076,0.148827,0.143269,0.149773,0.150709,0.147782,0.148490,0.150212,0.151866,0.007667,0.072657,0.147813,0.151410,0.152637,0.150189,0.150266,0.151303,0.147948,0.148369,0.153603,0.151587,0.151224,0.152579,0.150233,0.155460,0.157414,0.156041,0.154597,0.157747,0.157770,0.154663,0.143361,0.145504,0.148892,0.148895,0.150779,0.147190,0.149657,0.150895,0.149803,0.142777,0.152465,0.149316,0.148279,0.148728,0.149311,0.152120,0.000000,0.072898,0.144482,0.150702,0.154575,0.148150,0.149887,0.154469,0.149387,0.148101,0.149937,0.152911,0.151343,0.152284,0.149569,0.155146,0.153988,0.158367,0.154249,0.159923,0.158150,0.157663
HAP2_chr18,0.146864,0.146302,0.148623,0.147735,0.149168,0.149975,0.148795,0.147324,0.149650,0.144449,0.148864,0.148406,0.148240,0.151249,0.150016,0.150718,0.072823,0.008235,0.147594,0.150795,0.152867,0.149729,0.151621,0.150460,0.148127,0.149840,0.153153,0.153868,0.153162,0.154046,0.151299,0.156282,0.159515,0.154523,0.155497,0.160447,0.155385,0.156256,0.144873,0.145968,0.150281,0.149507,0.150017,0.148141,0.150573,0.148780,0.149437,0.143743,0.147340,0.150430,0.150152,0.149337,0.149157,0.150204,0.072898,0.000000,0.144281,0.151447,0.153104,0.148261,0.152497,0.150852,0.150139,0.150588,0.152292,0.153894,0.152569,0.152115,0.151019,0.154594,0.154847,0.155368,0.156779,0.157903,0.156786,0.158542
HAP2_chr19,0.148658,0.147491,0.141545,0.138620,0.137001,0.137141,0.138343,0.137284,0.138158,0.076115,0.136233,0.139897,0.136126,0.143902,0.138487,0.139213,0.144878,0.144254,0.010209,0.149549,0.149773,0.146313,0.147794,0.138193,0.143623,0.146867,0.149415,0.149634,0.147930,0.150218,0.142695,0.149340,0.154503,0.149899,0.150403,0.152894,0.150797,0.150449,0.148729,0.148280,0.139842,0.140541,0.138187,0.133471,0.140140,0.138691,0.138363,0.076126,0.139485,0.140278,0.138504,0.142778,0.137421,0.139106,0.144482,0.144281,0.000000,0.151331,0.151427,0.142257,0.147223,0.139352,0.145715,0.146597,0.147326,0.149293,0.148853,0.148618,0.140693,0.146103,0.149525,0.149629,0.150541,0.153619,0.152594,0.152181
HAP2_chr20,0.145777,0.149060,0.148358,0.150843,0.148426,0.149113,0.149706,0.148315,0.148302,0.148245,0.149697,0.148294,0.146641,0.147479,0.153649,0.150596,0.150366,0.151775,0.151945,0.008515,0.073198,0.141723,0.146673,0.150166,0.147182,0.147590,0.152421,0.146357,0.152512,0.152662,0.152016,0.153248,0.154201,0.154197,0.145985,0.149251,0.151865,0.153981,0.145919,0.149658,0.150010,0.148765,0.149521,0.148784,0.148759,0.149128,0.148101,0.146534,0.150870,0.149731,0.148014,0.148598,0.152794,0.149284,0.150702,0.151447,0.151331,0.000000,0.073307,0.141242,0.146883,0.152810,0.147091,0.146407,0.150013,0.144965,0.150765,0.152930,0.152059,0.151720,0.151194,0.153306,0.147060,0.147926,0.153065,0.156131
HAP2_chr21,0.151966,0.151611,0.151663,0.152111,0.148146,0.150195,0.151940,0.146311,0.150689,0.150038,0.152344,0.151926,0.148893,0.150999,0.153559,0.151996,0.154800,0.154179,0.150959,0.073381,0.007871,0.145939,0.151023,0.152012,0.150188,0.148311,0.155306,0.149919,0.153577,0.155934,0.153123,0.156204,0.158803,0.153647,0.150023,0.150023,0.155705,0.154298,0.150118,0.150818,0.151806,0.151970,0.149091,0.149987,0.152990,0.148836,0.153402,0.150278,0.151828,0.153410,0.150500,0.150436,0.154324,0.150643,0.154575,0.153104,0.151427,0.073307,0.000000,0.145089,0.151961,0.152788,0.151829,0.149399,0.154761,0.147976,0.154309,0.154273,0.153953,0.153971,0.157227,0.155143,0.148698,0.148837,0.157121,0.157068
HAP2_chr22,0.141187,0.142383,0.140838,0.140146,0.137975,0.138090,0.139329,0.139410,0.140618,0.137644,0.141125,0.141762,0.136802,0.142849,0.140762,0.140510,0.147136,0.146699,0.145029,0.140952,0.142285,0.008407,0.143855,0.143156,0.138869,0.144359,0.147800,0.073901,0.147458,0.148177,0.141221,0.150112,0.152237,0.151831,0.149841,0.151995,0.148951,0.150437,0.141747,0.143957,0.139413,0.139572,0.140145,0.136979,0.140938,0.140639,0.140584,0.136682,0.142442,0.141409,0.136872,0.142763,0.140877,0.139553,0.148150,0.148261,0.142257,0.141242,0.145089,0.000000,0.145198,0.144683,0.139073,0.145099,0.143642,0.073821,0.146717,0.146484,0.140784,0.147822,0.147414,0.150896,0.148726,0.152608,0.153744,0.153511
HAP2_chr23,0.146004,0.146832,0.146562,0.147839,0.145410,0.147416,0.145738,0.146040,0.146389,0.146719,0.147617,0.148725,0.145655,0.145707,0.150214,0.146843,0.150943,0.151688,0.150829,0.147529,0.151679,0.147419,0.008459,0.148944,0.147363,0.071044,0.147981,0.151176,0.150630,0.150244,0.148949,0.152151,0.141988,0.139191,0.153952,0.154884,0.151905,0.155071,0.145463,0.147977,0.145511,0.145998,0.147288,0.146284,0.148317,0.147422,0.146956,0.146485,0.148249,0.147417,0.144388,0.146176,0.149629,0.146838,0.149887,0.152497,0.147223,0.146883,0.151961,0.145198,0.000000,0.152503,0.146084,0.071230,0.147856,0.150812,0.147932,0.149754,0.148608,0.152539,0.140486,0.139894,0.152959,0.156070,0.153649,0.155559
HAP2_chr24,0.149213,0.149266,0.139173,0.135826,0.134244,0.134976,0.078525,0.134178,0.135286,0.135396,0.135864,0.137168,0.134504,0.140895,0.134657,0.137730,0.154064,0.151342,0.137987,0.151379,0.155066,0.145771,0.152344,0.012912,0.142861,0.149264,0.152331,0.151418,0.151314,0.153574,0.139458,0.153631,0.156609,0.154853,0.152296,0.158964,0.153558,0.154176,0.149627,0.150241,0.138485,0.137640,0.134838,0.133005,0.078486,0.138170,0.137970,0.135898,0.138149,0.138101,0.135683,0.140656,0.134523,0.140261,0.154469,0.150852,0.139352,0.152810,0.152788,0.144683,0.152503,0.000000,0.143684,0.148579,0.151526,0.152614,0.151115,0.152227,0.137322,0.153251,0.153380,0.155352,0.151091,0.156017,0.154012,0.155126
HAP2_chr25,0.141296,0.144336,0.138635,0.140803,0.138736,0.142503,0.136524,0.139935,0.136780,0.140702,0.140223,0.141725,0.138248,0.075865,0.138814,0.140702,0.148162,0.148530,0.146010,0.146630,0.149866,0.143863,0.143824,0.141398,0.007901,0.145712,0.145719,0.147749,0.150146,0.149892,0.140785,0.151141,0.151028,0.151255,0.150883,0.153871,0.146227,0.147579,0.142011,0.142372,0.138703,0.139742,0.139810,0.140932,0.138881,0.140076,0.137901,0.139292,0.139596,0.140284,0.138594,0.075620,0.138231,0.143381,0.149387,0.150139,0.145715,0.147091,0.151829,0.139073,0.146084,0.143684,0.000000,0.145687,0.146720,0.147341,0.148397,0.149416,0.139352,0.151180,0.147606,0.152027,0.148875,0.154584,0.147945,0.148739
HAP2_chr26,0.144441,0.146952,0.146053,0.146143,0.144446,0.146742,0.145267,0.142839,0.145706,0.147429,0.145653,0.147963,0.144955,0.144498,0.147908,0.145969,0.150490,0.150148,0.147199,0.146546,0.147991,0.145615,0.071315,0.146091,0.146156,0.008309,0.149428,0.148167,0.148108,0.148741,0.146990,0.150021,0.140857,0.138269,0.151135,0.151778,0.151725,0.149792,0.144999,0.145628,0.145629,0.146039,0.146597,0.144337,0.146742,0.144792,0.145973,0.147534,0.147709,0.146327,0.145382,0.145604,0.146561,0.147373,0.148101,0.150588,0.146597,0.146407,0.149399,0.145099,0.071230,0.148579,0.145687,0.000000,0.147963,0.148029,0.147963,0.149337,0.146286,0.147841,0.138533,0.137279,0.151537,0.152309,0.152266,0.151984
HAP2_chr27,0.146783,0.148607,0.145657,0.146160,0.144108,0.146327,0.145024,0.143609,0.146126,0.143694,0.144851,0.147510,0.145114,0.146320,0.147181,0.148249,0.150021,0.148989,0.150425,0.150491,0.153342,0.147759,0.147571,0.148847,0.145957,0.146530,0.008812,0.152226,0.072922,0.140528,0.147304,0.142317,0.153942,0.153419,0.154072,0.155217,0.151763,0.153166,0.146088,0.148186,0.143932,0.146118,0.147570,0.145977,0.146475,0.147775,0.146453,0.143803,0.144085,0.144872,0.145802,0.147500,0.147020,0.147698,0.149937,0.152292,0.147326,0.150013,0.154761,0.143642,0.147856,0.151526,0.146720,0.147963,0.000000,0.149776,0.072673,0.139924,0.147700,0.142205,0.151808,0.151398,0.153713,0.155023,0.154973,0.154894
HAP2_chr28,0.149319,0.147827,0.148500,0.147857,0.146802,0.142219,0.147905,0.145662,0.143228,0.144796,0.147565,0.150866,0.144672,0.148524,0.148434,0.147141,0.152730,0.152329,0.151745,0.144553,0.147120,0.074154,0.150738,0.149561,0.148883,0.149655,0.151044,0.008602,0.151756,0.154063,0.148236,0.154127,0.156807,0.154831,0.154096,0.154881,0.155409,0.154014,0.148855,0.148676,0.147291,0.147185,0.148693,0.144904,0.148642,0.147224,0.145618,0.145060,0.147340,0.147713,0.143843,0.147447,0.147976,0.146382,0.152911,0.153894,0.149293,0.144965,0.147976,0.073821,0.150812,0.152614,0.147341,0.148029,0.149776,0.000000,0.150819,0.152570,0.148672,0.152158,0.154880,0.154231,0.154461,0.158338,0.157267,0.157963
