,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP1_chr18,HAP1_chr19,HAP1_chr20,HAP1_chr21,HAP1_chr22,HAP1_chr23,HAP1_chr24,HAP1_chr25,HAP1_chr26,HAP1_chr27,HAP1_chr28,HAP1_chr29,HAP1_chr30,HAP1_chr31,HAP1_chr32,HAP1_chr33,HAP1_chr34,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr13,HAP2_chr14,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP2_chr18,HAP2_chr19,HAP2_chr20,HAP2_chr21,HAP2_chr22,HAP2_chr23,HAP2_chr24,HAP2_chr25,HAP2_chr26,HAP2_chr27,HAP2_chr28,HAP2_chr29,HAP2_chr30,HAP2_chr31,HAP2_chr32,HAP2_chr33,HAP2_chr34
HAP2_chr03,0.076097,0.077316,0.001928,0.076564,0.076216,0.076575,0.076196,0.076559,0.077261,0.076066,0.077118,0.076663,0.078318,0.074539,0.076604,0.075113,0.076329,0.077747,0.076942,0.076864,0.078959,0.077557,0.075420,0.077675,0.076565,0.078015,0.077329,0.077958,0.077667,0.078652,0.078930,0.079059,0.080742,0.080765,0.076176,0.077328,0.000000,0.076469,0.076384,0.076567,0.076284,0.076519,0.077234,0.076080,0.077141,0.076648,0.078430,0.074605,0.076658,0.075149,0.076329,0.077743,0.076973,0.076735,0.079010,0.077802,0.075332,0.078547,0.076562,0.078107,0.077363,0.077879,0.077554,0.078557,0.078887,0.079200,0.080841,0.080743
HAP2_chr04,0.073579,0.074964,0.076440,0.002678,0.073584,0.074246,0.073878,0.074298,0.074100,0.073137,0.072798,0.073928,0.075814,0.073432,0.073769,0.073982,0.073213,0.075114,0.074092,0.075492,0.075879,0.074397,0.074501,0.074540,0.075450,0.073963,0.076500,0.075030,0.075046,0.075838,0.075493,0.076102,0.078286,0.077702,0.073670,0.075009,0.076469,0.000000,0.073719,0.074233,0.073993,0.074309,0.074039,0.073153,0.072790,0.073978,0.075889,0.073462,0.073815,0.073980,0.073194,0.075059,0.074020,0.075402,0.075941,0.074633,0.074383,0.075582,0.075366,0.074058,0.076593,0.074891,0.074822,0.075831,0.075431,0.076454,0.078287,0.077736
HAP2_chr05,0.073196,0.074663,0.076333,0.073862,0.000980,0.072050,0.073183,0.073892,0.074649,0.072381,0.074265,0.073117,0.072897,0.072847,0.071087,0.072970,0.072363,0.074228,0.073146,0.074820,0.074924,0.073320,0.073382,0.073741,0.074733,0.074509,0.075842,0.074513,0.073552,0.074898,0.075614,0.075304,0.076869,0.076436,0.073301,0.074659,0.076384,0.073719,0.000000,0.072024,0.073259,0.073833,0.074579,0.072399,0.074260,0.073130,0.072981,0.072932,0.071131,0.072996,0.072388,0.074187,0.073143,0.074702,0.074969,0.073527,0.073277,0.074598,0.074814,0.074569,0.075909,0.074531,0.073436,0.074811,0.075531,0.075409,0.076922,0.076474
HAP2_chr06,0.074126,0.075013,0.076476,0.074335,0.071908,0.002258,0.074040,0.074440,0.075200,0.073475,0.074746,0.074287,0.074491,0.073982,0.073754,0.074346,0.073450,0.073827,0.074395,0.075908,0.076022,0.072644,0.074731,0.075017,0.075919,0.075807,0.076987,0.075536,0.075075,0.076282,0.076781,0.076609,0.078284,0.078032,0.074198,0.075025,0.076567,0.074233,0.072024,0.000000,0.074170,0.074496,0.075105,0.073505,0.074724,0.074313,0.074581,0.074014,0.073793,0.074322,0.073487,0.073810,0.074344,0.075759,0.076067,0.072880,0.074586,0.075817,0.075942,0.075899,0.077011,0.075555,0.074924,0.076197,0.076692,0.076780,0.078344,0.078070
HAP2_chr07,0.071842,0.074717,0.076256,0.074117,0.073215,0.074110,0.002315,0.073901,0.074864,0.070490,0.074366,0.073515,0.075478,0.073221,0.072925,0.073320,0.072683,0.074533,0.073432,0.075106,0.075073,0.073580,0.073759,0.074221,0.075111,0.074861,0.076281,0.074571,0.073886,0.075451,0.076102,0.075775,0.077474,0.077126,0.071965,0.074743,0.076284,0.073993,0.073259,0.074170,0.000000,0.073892,0.074807,0.070509,0.074320,0.073541,0.075571,0.073328,0.072989,0.073357,0.072726,0.074490,0.073444,0.074979,0.075102,0.073884,0.073622,0.075016,0.075158,0.074935,0.076348,0.074725,0.073762,0.075407,0.076021,0.075741,0.077534,0.077157
HAP2_chr08,0.074057,0.075115,0.076481,0.074459,0.073728,0.074459,0.073755,0.002565,0.075116,0.073458,0.074965,0.074128,0.076072,0.073002,0.073711,0.073968,0.073384,0.075328,0.074201,0.075701,0.075981,0.074748,0.074641,0.072785,0.075700,0.075578,0.075904,0.074235,0.074720,0.076049,0.076024,0.076481,0.078121,0.078024,0.074114,0.075112,0.076519,0.074309,0.073833,0.074496,0.073892,0.000000,0.075068,0.073439,0.074978,0.074137,0.076185,0.073062,0.073742,0.074022,0.073417,0.075285,0.074215,0.075579,0.076061,0.074949,0.074466,0.073599,0.075633,0.075685,0.075947,0.074273,0.074561,0.076006,0.075898,0.076668,0.078134,0.078024
HAP2_chr09,0.074728,0.075680,0.077179,0.074137,0.074480,0.075130,0.074637,0.075024,0.001788,0.074361,0.075605,0.074906,0.076749,0.074723,0.074619,0.075085,0.074562,0.076126,0.072893,0.076447,0.077046,0.075665,0.075313,0.075298,0.076506,0.074960,0.077377,0.076125,0.075848,0.075938,0.077307,0.077321,0.076803,0.078956,0.074731,0.075674,0.077234,0.074039,0.074579,0.075105,0.074807,0.075068,0.000000,0.074351,0.075575,0.074914,0.076874,0.074878,0.074593,0.075081,0.074525,0.076003,0.072984,0.076330,0.077125,0.075851,0.075169,0.076033,0.076436,0.075071,0.077391,0.076285,0.075666,0.075842,0.077219,0.077476,0.076841,0.079009
HAP2_chr10,0.071495,0.074289,0.075996,0.073234,0.072273,0.073440,0.070426,0.073480,0.074412,0.002422,0.073670,0.072850,0.074966,0.072188,0.072202,0.072642,0.071773,0.073831,0.072706,0.074528,0.074613,0.072916,0.072794,0.073161,0.074493,0.074133,0.075385,0.073762,0.073205,0.074505,0.075456,0.075057,0.076650,0.076085,0.071541,0.074269,0.076080,0.073153,0.072399,0.073505,0.070509,0.073439,0.074351,0.000000,0.073680,0.072899,0.075054,0.072276,0.072216,0.072606,0.071861,0.073777,0.072676,0.074403,0.074686,0.073082,0.072697,0.073934,0.074493,0.074180,0.075444,0.073850,0.073020,0.074494,0.075309,0.075273,0.076672,0.076116
HAP2_chr11,0.074730,0.075532,0.077080,0.072855,0.074180,0.074726,0.074196,0.074902,0.075654,0.073660,0.001340,0.074303,0.076411,0.073939,0.073858,0.072915,0.073410,0.075296,0.074428,0.074728,0.076122,0.074640,0.074416,0.075007,0.075635,0.075584,0.076719,0.074759,0.074885,0.075906,0.075061,0.076339,0.077724,0.077670,0.074741,0.075541,0.077141,0.072790,0.074260,0.074724,0.074320,0.074978,0.075575,0.073680,0.000000,0.074334,0.076537,0.074069,0.073853,0.072895,0.073430,0.075252,0.074460,0.074657,0.076141,0.074834,0.074322,0.075682,0.075639,0.075621,0.076780,0.074905,0.074735,0.075940,0.074997,0.076491,0.077692,0.077656
HAP2_chr12,0.072652,0.075063,0.076598,0.074051,0.073027,0.074281,0.073460,0.074175,0.074984,0.072905,0.074391,0.001211,0.074782,0.073055,0.073051,0.073284,0.070994,0.073536,0.073232,0.074117,0.073043,0.073646,0.073616,0.073812,0.073921,0.073571,0.074864,0.073403,0.073645,0.074253,0.074831,0.074590,0.075858,0.076479,0.072682,0.075069,0.076648,0.073978,0.073130,0.074313,0.073541,0.074137,0.074914,0.072899,0.074334,0.000000,0.074902,0.073176,0.073079,0.073217,0.070989,0.073479,0.073232,0.073953,0.073110,0.073769,0.073545,0.074666,0.073833,0.073650,0.074943,0.073458,0.073530,0.074196,0.074763,0.074716,0.075867,0.076515
HAP2_chr13,0.074679,0.076843,0.078409,0.075950,0.072895,0.074607,0.075502,0.076096,0.076914,0.075062,0.076574,0.074893,0.002762,0.075241,0.074208,0.075114,0.074667,0.075822,0.075116,0.075786,0.076651,0.075760,0.075804,0.075844,0.075740,0.075714,0.076704,0.075368,0.075749,0.076272,0.076439,0.076389,0.078042,0.078151,0.074715,0.076867,0.078430,0.075889,0.072981,0.074581,0.075571,0.076185,0.076874,0.075054,0.076537,0.074902,0.000000,0.075421,0.074193,0.075105,0.074651,0.075726,0.075124,0.075777,0.076683,0.075918,0.075790,0.076763,0.075778,0.075779,0.076742,0.075485,0.075584,0.076183,0.076384,0.076385,0.078000,0.078157
HAP2_chr14,0.073617,0.075004,0.074541,0.073577,0.072827,0.074021,0.073223,0.073081,0.074903,0.072257,0.074094,0.073162,0.075318,0.002553,0.072292,0.072855,0.071937,0.074100,0.072926,0.074857,0.074188,0.072708,0.073107,0.073232,0.074382,0.074285,0.073551,0.073900,0.073318,0.074266,0.075390,0.075013,0.076313,0.075461,0.073669,0.075030,0.074605,0.073462,0.072932,0.074014,0.073328,0.073062,0.074878,0.072276,0.074069,0.073176,0.075421,0.000000,0.072271,0.072833,0.071993,0.074002,0.072936,0.074514,0.074237,0.072911,0.072970,0.074038,0.074406,0.074329,0.073598,0.074007,0.073197,0.074224,0.075290,0.075292,0.076406,0.075470
HAP2_chr15,0.073648,0.074724,0.076606,0.073907,0.071043,0.073757,0.072896,0.073716,0.074660,0.072210,0.073928,0.073055,0.074123,0.072145,0.002642,0.072703,0.071665,0.073532,0.072921,0.074801,0.073862,0.071938,0.072731,0.073259,0.074357,0.074027,0.075892,0.073685,0.072987,0.074487,0.075735,0.074923,0.076157,0.075526,0.073755,0.074720,0.076658,0.073815,0.071131,0.073793,0.072989,0.073742,0.074593,0.072216,0.073853,0.073079,0.074193,0.072271,0.000000,0.072683,0.071715,0.073446,0.072868,0.074740,0.073959,0.072096,0.072710,0.073913,0.074367,0.074054,0.075873,0.073801,0.072831,0.074454,0.075675,0.075094,0.076178,0.075576
HAP2_chr16,0.073585,0.075098,0.075152,0.074038,0.072910,0.074309,0.073270,0.073984,0.075100,0.072620,0.072915,0.073183,0.075109,0.072672,0.072640,0.003680,0.072073,0.074019,0.072868,0.072376,0.074254,0.072960,0.072915,0.073340,0.074163,0.073964,0.075541,0.073817,0.073079,0.074488,0.075161,0.074595,0.076172,0.075413,0.073635,0.075156,0.075149,0.073980,0.072996,0.074322,0.073357,0.074022,0.075081,0.072606,0.072895,0.073217,0.075105,0.072833,0.072683,0.000000,0.072072,0.073979,0.072866,0.072330,0.074315,0.073175,0.072893,0.074152,0.074194,0.074061,0.075576,0.073891,0.072928,0.074424,0.075056,0.074685,0.076184,0.075459
HAP2_chr17,0.073095,0.074653,0.076274,0.073301,0.072258,0.073474,0.072607,0.073373,0.074547,0.071792,0.073482,0.070978,0.074533,0.071999,0.071700,0.072028,0.002178,0.073310,0.072101,0.074080,0.070818,0.071781,0.072279,0.072661,0.073894,0.073304,0.075122,0.073071,0.072165,0.073890,0.074572,0.073851,0.075560,0.074895,0.073188,0.074681,0.076329,0.073194,0.072388,0.073487,0.072726,0.073417,0.074525,0.071861,0.073430,0.070989,0.074651,0.071993,0.071715,0.072072,0.000000,0.073238,0.072097,0.074018,0.070865,0.072007,0.072185,0.073431,0.073769,0.073438,0.075124,0.073124,0.072036,0.073817,0.074552,0.074037,0.075591,0.074906
HAP2_chr18,0.073970,0.076195,0.077706,0.075152,0.074057,0.073767,0.074373,0.075301,0.076081,0.073734,0.075304,0.073470,0.075641,0.073933,0.073454,0.073954,0.073192,0.002086,0.073682,0.074923,0.075442,0.072152,0.074345,0.074548,0.074660,0.074386,0.075497,0.074104,0.074300,0.074933,0.075230,0.075083,0.076387,0.076765,0.073981,0.076256,0.077743,0.075059,0.074187,0.073810,0.074490,0.075285,0.076003,0.073777,0.075252,0.073479,0.075726,0.074002,0.073446,0.073979,0.073238,0.000000,0.073693,0.074946,0.075484,0.072392,0.074240,0.075309,0.074537,0.074443,0.075529,0.074066,0.074133,0.074848,0.075204,0.075166,0.076362,0.076771
HAP2_chr19,0.073449,0.074800,0.076909,0.074138,0.073040,0.074296,0.073373,0.074250,0.073024,0.072622,0.074444,0.073196,0.075061,0.072771,0.072810,0.072890,0.072054,0.073721,0.002342,0.074227,0.073867,0.072966,0.073355,0.073260,0.074273,0.073578,0.075258,0.073499,0.072851,0.074206,0.075008,0.074271,0.074722,0.074464,0.073558,0.074837,0.076973,0.074020,0.073143,0.074344,0.073444,0.074215,0.072984,0.072676,0.074460,0.073232,0.075124,0.072936,0.072868,0.072866,0.072097,0.073693,0.000000,0.074193,0.073911,0.073257,0.073311,0.074202,0.074239,0.073637,0.075312,0.073445,0.072739,0.074183,0.074897,0.074446,0.074732,0.074479
HAP2_chr20,0.074284,0.076645,0.076745,0.075523,0.074614,0.075816,0.074922,0.075553,0.076362,0.074344,0.074654,0.073963,0.075695,0.074576,0.074683,0.072330,0.073928,0.075001,0.074162,0.003455,0.075777,0.074835,0.074904,0.075159,0.074683,0.074696,0.075778,0.074690,0.075001,0.075253,0.075882,0.075474,0.076862,0.077075,0.074320,0.076668,0.076735,0.075402,0.074702,0.075759,0.074979,0.075579,0.076330,0.074403,0.074657,0.073953,0.075777,0.074514,0.074740,0.072330,0.074018,0.074946,0.074193,0.000000,0.075814,0.075023,0.074805,0.075840,0.074708,0.074780,0.075812,0.074688,0.074863,0.075229,0.075804,0.075595,0.076822,0.077079
HAP2_chr21,0.076034,0.077035,0.079002,0.075994,0.074782,0.076098,0.075019,0.076051,0.077209,0.074576,0.076165,0.073118,0.076669,0.074080,0.073916,0.074389,0.070791,0.075518,0.073933,0.075861,0.001722,0.073778,0.074818,0.074608,0.075858,0.075031,0.076498,0.074770,0.073592,0.075558,0.076614,0.075348,0.077026,0.075416,0.076201,0.077113,0.079010,0.075941,0.074969,0.076067,0.075102,0.076061,0.077125,0.074686,0.076141,0.073110,0.076683,0.074237,0.073959,0.074315,0.070865,0.075484,0.073911,0.075814,0.000000,0.074067,0.074802,0.075568,0.075858,0.075168,0.076549,0.074631,0.073508,0.075476,0.076450,0.075380,0.076992,0.075487
HAP2_chr22,0.074677,0.075861,0.077803,0.074657,0.073445,0.072851,0.073791,0.074936,0.075877,0.073044,0.074893,0.073746,0.075909,0.073011,0.072060,0.073120,0.071984,0.072481,0.073267,0.075087,0.074015,0.002461,0.073256,0.073554,0.075045,0.074578,0.075939,0.074053,0.073011,0.074849,0.075685,0.074860,0.076128,0.075340,0.074734,0.075880,0.077802,0.074633,0.073527,0.072880,0.073884,0.074949,0.075851,0.073082,0.074834,0.073769,0.075918,0.072911,0.072096,0.073175,0.072007,0.072392,0.073257,0.075023,0.074067,0.000000,0.073186,0.074179,0.074942,0.074721,0.075969,0.074050,0.072884,0.074804,0.075651,0.075036,0.076122,0.075387
HAP2_chr23,0.074414,0.075562,0.075328,0.074440,0.073223,0.074600,0.073532,0.074440,0.075238,0.072640,0.074323,0.073532,0.075806,0.072826,0.072710,0.072898,0.072164,0.074245,0.073249,0.074950,0.074784,0.073048,0.003304,0.073586,0.072800,0.074384,0.075946,0.074038,0.073256,0.074650,0.075413,0.075152,0.076054,0.075695,0.074451,0.075617,0.075332,0.074383,0.073277,0.074586,0.073622,0.074466,0.075169,0.072697,0.074322,0.073545,0.075790,0.072970,0.072710,0.072893,0.072185,0.074240,0.073311,0.074805,0.074802,0.073186,0.000000,0.074095,0.072803,0.074472,0.075938,0.074311,0.073169,0.074615,0.075268,0.075259,0.076080,0.075685
HAP2_chr24,0.075628,0.076708,0.078476,0.075666,0.074492,0.075836,0.075007,0.073510,0.076019,0.073928,0.075709,0.074632,0.076716,0.073889,0.073949,0.074162,0.073411,0.075362,0.074155,0.075843,0.075503,0.074098,0.074058,0.002847,0.075450,0.075337,0.076588,0.073684,0.074308,0.075647,0.075585,0.075905,0.076479,0.075945,0.075656,0.076739,0.078547,0.075582,0.074598,0.075817,0.075016,0.073599,0.076033,0.073934,0.075682,0.074666,0.076763,0.074038,0.073913,0.074152,0.073431,0.075309,0.074202,0.075840,0.075568,0.074179,0.074095,0.000000,0.075439,0.075339,0.076603,0.073787,0.074110,0.075548,0.075530,0.076057,0.076442,0.075996
HAP2_chr25,0.074337,0.076671,0.076541,0.075413,0.074685,0.075960,0.075029,0.075585,0.076476,0.074451,0.075691,0.073825,0.075674,0.074237,0.074314,0.074199,0.073737,0.074602,0.074231,0.074701,0.075847,0.074840,0.072865,0.074705,0.002223,0.074442,0.075511,0.074245,0.074591,0.074755,0.075377,0.074879,0.076460,0.076402,0.074413,0.076693,0.076562,0.075366,0.074814,0.075942,0.075158,0.075633,0.076436,0.074493,0.075639,0.073833,0.075778,0.074406,0.074367,0.074194,0.073769,0.074537,0.074239,0.074708,0.075858,0.074942,0.072803,0.075439,0.000000,0.074525,0.075498,0.074218,0.074369,0.074698,0.075326,0.075184,0.076456,0.076424
HAP2_chr26,0.074482,0.076787,0.078085,0.074127,0.074463,0.075927,0.074848,0.075721,0.075048,0.074206,0.075646,0.073660,0.075702,0.074200,0.074081,0.074031,0.073367,0.074514,0.073652,0.074777,0.075098,0.074498,0.074481,0.074538,0.074599,0.002222,0.075392,0.073956,0.074222,0.074116,0.075257,0.074605,0.076225,0.075879,0.074579,0.076839,0.078107,0.074058,0.074569,0.075899,0.074935,0.075685,0.075071,0.074180,0.075621,0.073650,0.075779,0.074329,0.074054,0.074061,0.073438,0.074443,0.073637,0.074780,0.075168,0.074721,0.074472,0.075339,0.074525,0.000000,0.075422,0.073880,0.074051,0.074143,0.075197,0.074672,0.076242,0.075868
HAP2_chr27,0.075240,0.077875,0.077385,0.076625,0.075764,0.077016,0.076280,0.075981,0.077437,0.075433,0.076820,0.074937,0.076627,0.073472,0.075841,0.075612,0.075090,0.075605,0.075352,0.075787,0.076587,0.075877,0.075963,0.075954,0.075519,0.075318,0.001993,0.075219,0.075933,0.075772,0.076181,0.075868,0.077335,0.077581,0.075279,0.077886,0.077363,0.076593,0.075909,0.077011,0.076348,0.075947,0.077391,0.075444,0.076780,0.074943,0.076742,0.073598,0.075873,0.075576,0.075124,0.075529,0.075312,0.075812,0.076549,0.075969,0.075938,0.076603,0.075498,0.075422,0.000000,0.075271,0.075797,0.075699,0.076108,0.076064,0.077285,0.077610
HAP2_chr28,0.074151,0.076261,0.077883,0.074914,0.074384,0.075507,0.074669,0.074225,0.076314,0.073858,0.074940,0.073456,0.075426,0.073836,0.073799,0.073903,0.073043,0.074132,0.073458,0.074754,0.074577,0.073871,0.074382,0.073061,0.074309,0.073794,0.075194,0.003442,0.073983,0.074472,0.074818,0.074424,0.075934,0.075471,0.074210,0.076305,0.077879,0.074891,0.074531,0.075555,0.074725,0.074273,0.076285,0.073850,0.074905,0.073458,0.075485,0.074007,0.073801,0.073891,0.073124,0.074066,0.073445,0.074688,0.074631,0.074050,0.074311,0.073787,0.074218,0.073880,0.075271,0.000000,0.073868,0.074409,0.074763,0.074529,0.075981,0.075524
HAP2_chr29,0.074740,0.073437,0.077541,0.074892,0.073302,0.074920,0.073657,0.074556,0.075710,0.072963,0.074761,0.073492,0.075467,0.073066,0.072780,0.072928,0.071945,0.074198,0.072797,0.074860,0.073527,0.072734,0.073151,0.073509,0.074492,0.073929,0.075764,0.073836,0.002122,0.074317,0.075161,0.072506,0.075644,0.074485,0.074784,0.073457,0.077554,0.074822,0.073436,0.074924,0.073762,0.074561,0.075666,0.073020,0.074735,0.073530,0.075584,0.073197,0.072831,0.072928,0.072036,0.074133,0.072739,0.074863,0.073508,0.072884,0.073169,0.074110,0.074369,0.074051,0.075797,0.073868,0.000000,0.074197,0.075118,0.072526,0.075651,0.074518
HAP2_chr30,0.074925,0.075953,0.078584,0.075878,0.074667,0.076273,0.075332,0.075966,0.075858,0.074462,0.075933,0.074175,0.076069,0.074112,0.074406,0.074405,0.073745,0.074924,0.074273,0.075243,0.075470,0.074718,0.074665,0.074992,0.074766,0.074062,0.075689,0.074349,0.074293,0.002510,0.075238,0.075167,0.075877,0.074711,0.074932,0.075985,0.078557,0.075831,0.074811,0.076197,0.075407,0.076006,0.075842,0.074494,0.075940,0.074196,0.076183,0.074224,0.074454,0.074424,0.073817,0.074848,0.074183,0.075229,0.075476,0.074804,0.074615,0.075548,0.074698,0.074143,0.075699,0.074409,0.074197,0.000000,0.075194,0.075284,0.075891,0.074746
HAP2_chr31,0.075194,0.077479,0.078865,0.075536,0.075402,0.076712,0.075897,0.075883,0.077330,0.075271,0.074938,0.074775,0.076321,0.075140,0.075593,0.075066,0.074527,0.075295,0.074921,0.075890,0.076475,0.075496,0.075314,0.074909,0.075329,0.075151,0.076086,0.074583,0.075240,0.075313,0.002198,0.075409,0.076641,0.076717,0.075216,0.077531,0.078887,0.075431,0.075531,0.076692,0.076021,0.075898,0.077219,0.075309,0.074997,0.074763,0.076384,0.075290,0.075675,0.075056,0.074552,0.075204,0.074897,0.075804,0.076450,0.075651,0.075268,0.075530,0.075326,0.075197,0.076108,0.074763,0.075118,0.075194,0.000000,0.075544,0.076645,0.076702
HAP2_chr32,0.075226,0.075733,0.079225,0.076514,0.075328,0.076761,0.075749,0.076635,0.077476,0.075239,0.076525,0.074753,0.076391,0.075081,0.075062,0.074697,0.073999,0.075210,0.074477,0.075595,0.075425,0.074813,0.075194,0.075348,0.075167,0.074572,0.076021,0.074556,0.072581,0.075321,0.075582,0.003830,0.076401,0.075981,0.075316,0.075752,0.079200,0.076454,0.075409,0.076780,0.075741,0.076668,0.077476,0.075273,0.076491,0.074716,0.076385,0.075292,0.075094,0.074685,0.074037,0.075166,0.074446,0.075595,0.075380,0.075036,0.075259,0.076057,0.075184,0.074672,0.076064,0.074529,0.072526,0.075284,0.075544,0.000000,0.076418,0.076009
HAP2_chr33,0.077184,0.079150,0.080850,0.078293,0.076811,0.078346,0.077413,0.078064,0.076860,0.076634,0.077750,0.075873,0.077948,0.076244,0.076198,0.076242,0.075570,0.076347,0.074777,0.076824,0.077056,0.076129,0.076054,0.076287,0.076488,0.076192,0.077316,0.075754,0.075784,0.076009,0.076775,0.076322,0.002895,0.077007,0.077168,0.079207,0.080841,0.078287,0.076922,0.078344,0.077534,0.078134,0.076841,0.076672,0.077692,0.075867,0.078000,0.076406,0.076178,0.076184,0.075591,0.076362,0.074732,0.076822,0.076992,0.076122,0.076080,0.076442,0.076456,0.076242,0.077285,0.075981,0.075651,0.075891,0.076645,0.076418,0.000000,0.076998
HAP2_chr34,0.078006,0.077014,0.080792,0.077724,0.076273,0.078109,0.077071,0.078015,0.079054,0.076081,0.077660,0.076529,0.078179,0.075283,0.075527,0.075482,0.074855,0.076853,0.074509,0.077068,0.075590,0.075318,0.075580,0.075486,0.076438,0.075807,0.077499,0.075600,0.074573,0.074772,0.076725,0.075900,0.077048,0.001362,0.078090,0.077035,0.080743,0.077736,0.076474,0.078070,0.077157,0.078024,0.079009,0.076116,0.077656,0.076515,0.078157,0.075470,0.075576,0.075459,0.074906,0.076771,0.074479,0.077079,0.075487,0.075387,0.075685,0.075996,0.076424,0.075868,0.077610,0.075524,0.074518,0.074746,0.076702,0.076009,0.076998,0.000000
