,HAP1_chr01,HAP1_chr02,HAP1_chr03,HAP1_chr04,HAP1_chr05,HAP1_chr06,HAP1_chr07,HAP1_chr08,HAP1_chr09,HAP1_chr10,HAP1_chr11,HAP1_chr12,HAP1_chr13,HAP1_chr14,HAP1_chr15,HAP1_chr16,HAP1_chr17,HAP2_chr01,HAP2_chr02,HAP2_chr03,HAP2_chr04,HAP2_chr05,HAP2_chr06,HAP2_chr07,HAP2_chr08,HAP2_chr09,HAP2_chr10,HAP2_chr11,HAP2_chr12,HAP2_chr14,HAP2_chr13,HAP2_chr15,HAP2_chr16,HAP2_chr17,HAP3_chr01,HAP3_chr02,HAP3_chr03,HAP3_chr04,HAP3_chr05,HAP3_chr06,HAP3_chr07,HAP3_chr08,HAP3_chr09,HAP3_chr10,HAP3_chr11,HAP3_chr12,HAP3_chr14,HAP3_chr13,HAP3_chr15,HAP3_chr16,HAP3_chr17,HAP4_chr01,HAP4_chr02,HAP4_chr03,HAP4_chr04,HAP4_chr05,HAP4_chr06,HAP4_chr07,HAP4_chr08,HAP4_chr09,HAP4_chr10,HAP4_chr11,HAP4_chr12,HAP4_chr14,HAP4_chr13,HAP4_chr15,HAP4_chr16,HAP4_chr17
HAP3_chr03,0.108956,0.094932,0.006778,0.107488,0.107373,0.107838,0.115046,0.107064,0.108631,0.108496,0.107089,0.110009,0.108711,0.109074,0.108308,0.108586,0.108513,0.108618,0.094844,0.014345,0.105850,0.107199,0.107636,0.108676,0.106796,0.107921,0.107493,0.106758,0.109245,0.109532,0.108896,0.108232,0.110457,0.108069,0.108338,0.095464,0.000000,0.105420,0.107375,0.106883,0.108328,0.106096,0.108429,0.107915,0.107179,0.109163,0.109712,0.109369,0.108580,0.107532,0.109502,0.110519,0.095916,0.014082,0.110937,0.107598,0.108282,0.108346,0.106861,0.108843,0.108168,0.106604,0.109574,0.108622,0.112037,0.109284,0.109880,0.113164
HAP3_chr04,0.108272,0.106855,0.104778,0.018344,0.105811,0.107379,0.115349,0.093318,0.108203,0.106919,0.105485,0.108848,0.108072,0.107891,0.106820,0.106287,0.106296,0.108158,0.107043,0.105193,0.007106,0.106109,0.106947,0.106867,0.092716,0.106902,0.106020,0.105397,0.107695,0.108701,0.108195,0.107035,0.107925,0.104586,0.108022,0.107754,0.105420,0.000000,0.106664,0.106722,0.107370,0.092793,0.107799,0.107079,0.105002,0.108339,0.108458,0.108194,0.107092,0.104725,0.106692,0.110534,0.108179,0.105334,0.025248,0.106178,0.108260,0.106986,0.093279,0.108129,0.107681,0.105391,0.109139,0.107913,0.111449,0.107846,0.107451,0.111290
HAP3_chr05,0.110118,0.109096,0.106833,0.107681,0.013696,0.109075,0.117704,0.108959,0.109829,0.097206,0.109024,0.110965,0.109972,0.109854,0.109357,0.110737,0.109526,0.110658,0.109006,0.107176,0.107061,0.012130,0.109492,0.110257,0.108840,0.109892,0.097123,0.108664,0.110849,0.110868,0.111034,0.109337,0.112037,0.109139,0.109935,0.109699,0.107375,0.106664,0.000000,0.108944,0.110889,0.108968,0.109709,0.096862,0.109351,0.110109,0.110103,0.110555,0.109359,0.109364,0.110112,0.112131,0.109714,0.107568,0.112435,0.013184,0.109835,0.109808,0.108967,0.109766,0.097595,0.108678,0.110617,0.110098,0.114302,0.110741,0.111165,0.113885
HAP3_chr06,0.103824,0.108232,0.106703,0.107399,0.108269,0.016542,0.116550,0.108325,0.104904,0.109401,0.108603,0.110609,0.109160,0.110245,0.109281,0.109930,0.109578,0.103485,0.108773,0.107195,0.107445,0.108787,0.011677,0.110355,0.108282,0.104799,0.108870,0.108486,0.109781,0.111096,0.110161,0.109524,0.110836,0.109184,0.103545,0.109367,0.106883,0.106722,0.108944,0.000000,0.110379,0.108077,0.104463,0.108817,0.108509,0.109987,0.110881,0.110815,0.110228,0.109439,0.110455,0.102775,0.109350,0.107361,0.113080,0.108783,0.015608,0.109792,0.108504,0.105108,0.109328,0.108782,0.110939,0.109741,0.113761,0.111114,0.110636,0.114474
HAP3_chr07,0.112194,0.110571,0.107633,0.110087,0.110475,0.111144,0.034068,0.109190,0.110074,0.109984,0.108851,0.097644,0.110614,0.110382,0.110199,0.110067,0.110103,0.112075,0.110505,0.108479,0.108052,0.110495,0.111124,0.013855,0.108724,0.110372,0.109304,0.108772,0.097685,0.111364,0.111039,0.109123,0.110569,0.108906,0.111684,0.111425,0.108328,0.107370,0.110889,0.110379,0.000000,0.108542,0.110402,0.109324,0.108609,0.097707,0.110531,0.111590,0.110324,0.109217,0.110621,0.114215,0.111117,0.108935,0.113266,0.110542,0.110993,0.012909,0.109793,0.110214,0.109955,0.108671,0.097592,0.110261,0.114329,0.111365,0.110596,0.113525
HAP3_chr08,0.109129,0.107940,0.105523,0.095269,0.107164,0.109078,0.116596,0.007132,0.109002,0.108128,0.105647,0.109957,0.109047,0.109021,0.107515,0.108092,0.107588,0.109066,0.108308,0.106138,0.093350,0.107699,0.108567,0.108335,0.010608,0.108461,0.107427,0.105666,0.109044,0.109345,0.109171,0.107390,0.110107,0.106400,0.108870,0.109403,0.106096,0.092793,0.108968,0.108077,0.108542,0.000000,0.109003,0.107568,0.105370,0.109642,0.109372,0.109564,0.107772,0.107078,0.108132,0.111577,0.109338,0.106601,0.098758,0.107866,0.109279,0.108092,0.010597,0.109253,0.107803,0.105755,0.109510,0.108397,0.113454,0.108856,0.109641,0.112175
HAP3_chr09,0.110403,0.109197,0.107493,0.108404,0.108423,0.104329,0.117798,0.109392,0.014063,0.108738,0.108514,0.111059,0.109181,0.109320,0.109014,0.109148,0.099957,0.110643,0.109952,0.108035,0.108133,0.109438,0.104903,0.109560,0.108336,0.012567,0.107669,0.108557,0.109955,0.110820,0.109310,0.109120,0.112012,0.098925,0.110377,0.109848,0.108429,0.107799,0.109709,0.104463,0.110402,0.109003,0.000000,0.108735,0.108503,0.109835,0.110512,0.110055,0.110234,0.109281,0.099801,0.112568,0.110864,0.107924,0.113080,0.108312,0.105914,0.109236,0.109326,0.014567,0.109885,0.108588,0.110412,0.108877,0.114053,0.110887,0.111056,0.103097
HAP3_chr10,0.110823,0.108693,0.106930,0.104748,0.096163,0.109164,0.117276,0.108005,0.109181,0.013727,0.107858,0.110818,0.109653,0.109481,0.108137,0.109673,0.108992,0.110255,0.109413,0.107430,0.107293,0.096072,0.109000,0.109254,0.107952,0.109254,0.013825,0.107274,0.110288,0.109618,0.109900,0.108035,0.110459,0.107407,0.110303,0.109559,0.107915,0.107079,0.096862,0.108817,0.109324,0.107568,0.108735,0.000000,0.108086,0.110141,0.109703,0.110669,0.109379,0.108255,0.109728,0.111965,0.110163,0.107073,0.113040,0.096168,0.110610,0.108492,0.108212,0.109043,0.009733,0.107517,0.110802,0.108976,0.114041,0.110085,0.109730,0.113577
HAP3_chr11,0.110069,0.107568,0.106425,0.107717,0.107285,0.107876,0.116978,0.105386,0.108606,0.108883,0.011496,0.108654,0.108890,0.108818,0.099145,0.104922,0.107564,0.110218,0.108870,0.106758,0.105186,0.108476,0.108042,0.108048,0.105038,0.108164,0.107151,0.011051,0.107720,0.110029,0.109079,0.098837,0.107419,0.106478,0.110167,0.108759,0.107179,0.105002,0.109351,0.108509,0.108609,0.105370,0.108503,0.108086,0.000000,0.107735,0.109273,0.109554,0.099535,0.104616,0.107244,0.112725,0.109574,0.106671,0.111232,0.108260,0.108488,0.107346,0.105945,0.108803,0.108207,0.011732,0.109262,0.107843,0.113213,0.100392,0.106801,0.112340
HAP3_chr12,0.112189,0.110160,0.108145,0.109763,0.109449,0.110013,0.102922,0.110118,0.110665,0.110371,0.108184,0.015776,0.110393,0.109819,0.108516,0.110258,0.109880,0.112450,0.110190,0.108972,0.108794,0.109965,0.110412,0.097116,0.109283,0.109490,0.109089,0.108525,0.015197,0.111641,0.111620,0.108933,0.111841,0.108775,0.112188,0.110426,0.109163,0.108339,0.110109,0.109987,0.097707,0.109642,0.109835,0.110141,0.107735,0.000000,0.110826,0.110916,0.110035,0.108768,0.110525,0.114245,0.110875,0.108449,0.114244,0.109592,0.111063,0.097225,0.110315,0.111167,0.111075,0.108257,0.015826,0.110114,0.114569,0.110708,0.111427,0.114033
HAP3_chr14,0.102043,0.111480,0.108617,0.110112,0.110795,0.111242,0.118647,0.109417,0.110059,0.110705,0.109926,0.111789,0.110827,0.015064,0.109880,0.110403,0.109975,0.102133,0.111929,0.109654,0.108960,0.110468,0.110870,0.110609,0.109085,0.110279,0.109542,0.109511,0.111691,0.011496,0.110924,0.109937,0.111499,0.109000,0.101568,0.112730,0.109712,0.108458,0.110103,0.110881,0.110531,0.109372,0.110512,0.109703,0.109273,0.110826,0.000000,0.111365,0.110880,0.109520,0.111016,0.104053,0.112517,0.109852,0.114703,0.110370,0.111518,0.110570,0.110391,0.110789,0.110238,0.109643,0.111308,0.014210,0.114632,0.111120,0.111028,0.113778
HAP3_chr13,0.112146,0.109608,0.108599,0.110728,0.110003,0.110255,0.117983,0.110013,0.110630,0.110986,0.108503,0.111837,0.014266,0.110517,0.104247,0.102173,0.110902,0.112783,0.110723,0.108581,0.109328,0.110857,0.110148,0.109842,0.109087,0.109925,0.109700,0.109349,0.110846,0.111135,0.013439,0.103354,0.102531,0.109364,0.112825,0.110139,0.109369,0.108194,0.110555,0.110815,0.111590,0.109564,0.110055,0.110669,0.109554,0.110916,0.111365,0.000000,0.104361,0.100716,0.110493,0.113985,0.111415,0.108405,0.114458,0.109946,0.110996,0.110730,0.109941,0.110625,0.110910,0.108939,0.111554,0.110512,0.014448,0.105070,0.101913,0.114646
HAP3_chr15,0.111985,0.110247,0.108382,0.109484,0.108672,0.110398,0.117749,0.108758,0.110289,0.109474,0.099844,0.110453,0.103898,0.110629,0.012971,0.109646,0.109212,0.111615,0.110702,0.108998,0.107578,0.109209,0.110187,0.110158,0.108222,0.109480,0.109102,0.099434,0.110056,0.110602,0.104459,0.013297,0.110839,0.108656,0.110885,0.111332,0.108580,0.107092,0.109359,0.110228,0.110324,0.107772,0.110234,0.109379,0.099535,0.110035,0.110880,0.104361,0.000000,0.109018,0.109824,0.113613,0.111320,0.109326,0.113658,0.109311,0.110768,0.109800,0.109101,0.110172,0.109542,0.098969,0.110601,0.109755,0.107762,0.006616,0.110060,0.113466
HAP3_chr16,0.109832,0.107490,0.106964,0.108517,0.108219,0.109152,0.116588,0.107523,0.109238,0.108519,0.104321,0.109609,0.100523,0.108460,0.107556,0.013814,0.107938,0.110845,0.108676,0.106665,0.105595,0.108168,0.108598,0.108615,0.106544,0.108311,0.107046,0.104900,0.108275,0.109276,0.100590,0.107632,0.014040,0.106276,0.110673,0.108483,0.107532,0.104725,0.109364,0.109439,0.109217,0.107078,0.109281,0.108255,0.104616,0.108768,0.109520,0.100716,0.109018,0.000000,0.107579,0.112369,0.109294,0.106400,0.111318,0.108437,0.109903,0.108109,0.107476,0.108761,0.108835,0.104988,0.109863,0.108233,0.103601,0.109865,0.013175,0.112747
HAP3_chr17,0.110204,0.110046,0.108482,0.107053,0.108974,0.110286,0.118243,0.107732,0.100882,0.110633,0.107443,0.111754,0.109552,0.109606,0.108506,0.109244,0.011492,0.110111,0.111547,0.108628,0.107604,0.110047,0.110258,0.109698,0.107542,0.100049,0.108880,0.107814,0.109644,0.111350,0.110335,0.109295,0.111024,0.012746,0.110145,0.111243,0.109502,0.106692,0.110112,0.110455,0.110621,0.108132,0.099801,0.109728,0.107244,0.110525,0.111016,0.110493,0.109824,0.107579,0.000000,0.112074,0.112131,0.108318,0.112504,0.109392,0.110483,0.108856,0.107824,0.100604,0.110763,0.107778,0.111859,0.110015,0.113406,0.110266,0.110063,0.013993
HAP4_chr01,0.026005,0.110819,0.109571,0.106381,0.111069,0.102392,0.119196,0.111500,0.113275,0.112864,0.112322,0.115486,0.114183,0.103541,0.113139,0.113315,0.112508,0.026814,0.111503,0.109764,0.110711,0.111934,0.102710,0.113516,0.110924,0.112292,0.111493,0.112783,0.114568,0.103809,0.114732,0.112980,0.114792,0.111337,0.026624,0.112119,0.110519,0.110534,0.112131,0.102775,0.114215,0.111577,0.112568,0.111965,0.112725,0.114245,0.104053,0.113985,0.113613,0.112369,0.112074,0.000000,0.112642,0.109802,0.114272,0.111607,0.103903,0.113261,0.111169,0.113700,0.112635,0.112039,0.115475,0.102879,0.117637,0.114303,0.114057,0.117144
HAP4_chr02,0.111380,0.015862,0.095738,0.110551,0.109941,0.109680,0.118104,0.109710,0.111042,0.111146,0.109839,0.112006,0.111117,0.111652,0.110505,0.111178,0.111884,0.111765,0.002428,0.096179,0.108836,0.109682,0.109553,0.111268,0.109714,0.110685,0.109709,0.110032,0.112176,0.113409,0.111616,0.110742,0.112119,0.111019,0.111614,0.015432,0.095916,0.108179,0.109714,0.109350,0.111117,0.109338,0.110864,0.110163,0.109574,0.110875,0.112517,0.111415,0.111320,0.109294,0.112131,0.112642,0.000000,0.095742,0.113736,0.110298,0.110548,0.110503,0.110462,0.111638,0.110689,0.109473,0.111694,0.111371,0.114497,0.112159,0.111643,0.116056
HAP4_chr03,0.108182,0.094263,0.014449,0.107452,0.106368,0.107394,0.114475,0.107038,0.108447,0.108058,0.106040,0.109137,0.108253,0.108276,0.107735,0.108127,0.108969,0.108385,0.094732,0.013671,0.106396,0.107095,0.107153,0.107761,0.105846,0.107435,0.106004,0.106533,0.108115,0.110120,0.109041,0.107973,0.109626,0.107348,0.108331,0.094884,0.014082,0.105334,0.107568,0.107361,0.108935,0.106601,0.107924,0.107073,0.106671,0.108449,0.109852,0.108405,0.109326,0.106400,0.108318,0.109802,0.095742,0.000000,0.110159,0.106129,0.108394,0.107268,0.106739,0.108637,0.107873,0.106279,0.109248,0.107885,0.112511,0.109671,0.108773,0.113661
HAP4_chr04,0.113856,0.111893,0.110173,0.026785,0.111724,0.112828,0.106988,0.098646,0.113527,0.112902,0.112075,0.115537,0.114464,0.114640,0.113394,0.113071,0.112905,0.113616,0.112877,0.110581,0.025190,0.112199,0.113130,0.113100,0.098645,0.113094,0.111609,0.111758,0.113663,0.115064,0.114784,0.113216,0.113979,0.111774,0.113640,0.112847,0.110937,0.025248,0.112435,0.113080,0.113266,0.098758,0.113080,0.113040,0.111232,0.114244,0.114703,0.114458,0.113658,0.111318,0.112504,0.114272,0.113736,0.110159,0.000000,0.112401,0.113946,0.112724,0.098888,0.114150,0.113511,0.111329,0.114866,0.113690,0.117232,0.113900,0.113386,0.116360
HAP4_chr05,0.109431,0.108182,0.107070,0.107432,0.012745,0.108530,0.116362,0.107902,0.108831,0.096640,0.108556,0.110451,0.109801,0.109387,0.108402,0.109881,0.109918,0.110434,0.109578,0.106668,0.107218,0.014068,0.108619,0.109293,0.107098,0.108907,0.096016,0.108566,0.109774,0.110717,0.110065,0.108562,0.111376,0.108011,0.110125,0.109604,0.107598,0.106178,0.013184,0.108783,0.110542,0.107866,0.108312,0.096168,0.108260,0.109592,0.110370,0.109946,0.109311,0.108437,0.109392,0.111607,0.110298,0.106129,0.112401,0.000000,0.109390,0.109423,0.108139,0.109082,0.097007,0.108132,0.110169,0.109389,0.113955,0.110505,0.110255,0.114229
HAP4_chr06,0.104581,0.109273,0.107784,0.108155,0.109334,0.017586,0.118344,0.109271,0.106454,0.111091,0.109316,0.111437,0.110115,0.111124,0.110222,0.110395,0.110185,0.104478,0.110427,0.107854,0.108308,0.109688,0.017682,0.110800,0.108961,0.105991,0.110293,0.108910,0.110957,0.112065,0.111218,0.110118,0.112473,0.109598,0.104621,0.110170,0.108282,0.108260,0.109835,0.015608,0.110993,0.109279,0.105914,0.110610,0.108488,0.111063,0.111518,0.110996,0.110768,0.109903,0.110483,0.103903,0.110548,0.108394,0.113946,0.109390,0.000000,0.110156,0.109648,0.106143,0.111333,0.109302,0.111780,0.110637,0.115262,0.112009,0.111861,0.114860
HAP4_chr07,0.110530,0.109138,0.107594,0.109125,0.108751,0.108938,0.035886,0.108741,0.109960,0.109532,0.107354,0.097700,0.109873,0.109671,0.109204,0.108403,0.108876,0.111744,0.109760,0.107535,0.107311,0.109368,0.109435,0.013624,0.107575,0.108961,0.107794,0.107455,0.096689,0.110551,0.110375,0.109031,0.109873,0.107588,0.111468,0.109949,0.108346,0.106986,0.109808,0.109792,0.012909,0.108092,0.109236,0.108492,0.107346,0.097225,0.110570,0.110730,0.109800,0.108109,0.108856,0.113261,0.110503,0.107268,0.112724,0.109423,0.110156,0.000000,0.109165,0.110068,0.109308,0.107442,0.097317,0.109217,0.113603,0.111538,0.109773,0.112736
HAP4_chr08,0.110015,0.108167,0.106138,0.095370,0.107853,0.108971,0.117646,0.010430,0.109675,0.108813,0.106204,0.111258,0.109834,0.109040,0.108624,0.108399,0.107824,0.109744,0.109270,0.106595,0.093661,0.108171,0.109134,0.108980,0.010244,0.109191,0.107937,0.105835,0.109625,0.109767,0.110049,0.109024,0.110860,0.106859,0.109588,0.109042,0.106861,0.093279,0.108967,0.108504,0.109793,0.010597,0.109326,0.108212,0.105945,0.110315,0.110391,0.109941,0.109101,0.107476,0.107824,0.111169,0.110462,0.106739,0.098888,0.108139,0.109648,0.109165,0.000000,0.109658,0.108986,0.105757,0.110844,0.109265,0.113596,0.109771,0.110136,0.112224
HAP4_chr09,0.111602,0.110563,0.107930,0.109245,0.109463,0.105063,0.119007,0.109375,0.010367,0.109976,0.109020,0.111365,0.109805,0.110377,0.109532,0.109816,0.100032,0.111376,0.110865,0.108416,0.108404,0.109241,0.104939,0.109761,0.108997,0.014322,0.108992,0.108456,0.110663,0.110645,0.109806,0.109385,0.111643,0.099780,0.111326,0.110924,0.108843,0.108129,0.109766,0.105108,0.110214,0.109253,0.014567,0.109043,0.108803,0.111167,0.110789,0.110625,0.110172,0.108761,0.100604,0.113700,0.111638,0.108637,0.114150,0.109082,0.106143,0.110068,0.109658,0.000000,0.110173,0.108823,0.111088,0.109914,0.113567,0.111468,0.110619,0.103531
HAP4_chr10,0.111644,0.109404,0.107717,0.104750,0.096620,0.110222,0.118072,0.108413,0.110090,0.014192,0.108412,0.111916,0.110192,0.110122,0.108962,0.110124,0.109710,0.111082,0.110095,0.107884,0.107736,0.096928,0.109426,0.109737,0.108919,0.109813,0.014112,0.107971,0.111304,0.110349,0.110246,0.109432,0.110984,0.109286,0.110977,0.109751,0.108168,0.107681,0.097595,0.109328,0.109955,0.107803,0.109885,0.009733,0.108207,0.111075,0.110238,0.110910,0.109542,0.108835,0.110763,0.112635,0.110689,0.107873,0.113511,0.097007,0.111333,0.109308,0.108986,0.110173,0.000000,0.108281,0.112020,0.109309,0.114143,0.110208,0.110748,0.114799
HAP4_chr11,0.110076,0.108664,0.106020,0.107257,0.107625,0.108039,0.117003,0.105721,0.108669,0.108561,0.011430,0.109004,0.108812,0.108633,0.099106,0.105600,0.107327,0.109821,0.108903,0.106746,0.105492,0.107965,0.108157,0.108230,0.105604,0.108595,0.107806,0.008532,0.108444,0.109222,0.108445,0.098918,0.106903,0.105736,0.109931,0.109005,0.106604,0.105391,0.108678,0.108782,0.108671,0.105755,0.108588,0.107517,0.011732,0.108257,0.109643,0.108939,0.098969,0.104988,0.107778,0.112039,0.109473,0.106279,0.111329,0.108132,0.109302,0.107442,0.105757,0.108823,0.108281,0.000000,0.108937,0.108115,0.112432,0.100123,0.106417,0.112854
HAP4_chr12,0.113090,0.110738,0.109080,0.110973,0.110261,0.110855,0.102879,0.109862,0.110917,0.111381,0.109717,0.008148,0.110886,0.111283,0.110219,0.111324,0.111155,0.112606,0.110914,0.109643,0.109683,0.110571,0.110475,0.097696,0.110183,0.110563,0.110252,0.109623,0.015839,0.111759,0.111340,0.109875,0.111734,0.110571,0.112497,0.112045,0.109574,0.109139,0.110617,0.110939,0.097592,0.109510,0.110412,0.110802,0.109262,0.015826,0.111308,0.111554,0.110601,0.109863,0.111859,0.115475,0.111694,0.109248,0.114866,0.110169,0.111780,0.097317,0.110844,0.111088,0.112020,0.108937,0.000000,0.110969,0.115430,0.112146,0.111290,0.115723
HAP4_chr14,0.101226,0.109771,0.108026,0.108708,0.108832,0.110073,0.117474,0.108642,0.109789,0.109502,0.108400,0.111076,0.109796,0.014829,0.108858,0.108684,0.109711,0.101355,0.110628,0.107750,0.108134,0.109977,0.109755,0.109531,0.108275,0.108573,0.108079,0.108461,0.110729,0.013958,0.110184,0.109458,0.110326,0.108216,0.100928,0.110351,0.108622,0.107913,0.110098,0.109741,0.110261,0.108397,0.108877,0.108976,0.107843,0.110114,0.014210,0.110512,0.109755,0.108233,0.110015,0.102879,0.111371,0.107885,0.113690,0.109389,0.110637,0.109217,0.109265,0.109914,0.109309,0.108115,0.110969,0.000000,0.113748,0.110529,0.109909,0.113923
HAP4_chr13,0.115916,0.113699,0.111380,0.113461,0.113529,0.113846,0.120616,0.113369,0.113933,0.113828,0.112700,0.115779,0.014642,0.113822,0.107332,0.104724,0.114021,0.116367,0.114256,0.112491,0.112540,0.114140,0.113223,0.113343,0.112779,0.112904,0.112963,0.112692,0.114656,0.114687,0.013056,0.107367,0.104974,0.112848,0.115997,0.114019,0.112037,0.111449,0.114302,0.113761,0.114329,0.113454,0.114053,0.114041,0.113213,0.114569,0.114632,0.014448,0.107762,0.103601,0.113406,0.117637,0.114497,0.112511,0.117232,0.113955,0.115262,0.113603,0.113596,0.113567,0.114143,0.112432,0.115430,0.113748,0.000000,0.108102,0.104528,0.116353
HAP4_chr15,0.112769,0.111152,0.108494,0.110196,0.109580,0.111176,0.118077,0.109869,0.111349,0.110319,0.100292,0.111758,0.104778,0.111011,0.012980,0.110738,0.110116,0.112407,0.111739,0.109695,0.108048,0.109915,0.111167,0.111488,0.109236,0.110718,0.109551,0.100107,0.111190,0.111455,0.105005,0.012912,0.111635,0.109661,0.111767,0.111971,0.109284,0.107846,0.110741,0.111114,0.111365,0.108856,0.110887,0.110085,0.100392,0.110708,0.111120,0.105070,0.006616,0.109865,0.110266,0.114303,0.112159,0.109671,0.113900,0.110505,0.112009,0.111538,0.109771,0.111468,0.110208,0.100123,0.112146,0.110529,0.108102,0.000000,0.111006,0.113703
HAP4_chr16,0.112743,0.111403,0.108779,0.110305,0.110439,0.110881,0.118667,0.109685,0.110743,0.109867,0.106555,0.111142,0.101680,0.109974,0.109447,0.013014,0.110186,0.112139,0.111136,0.109210,0.108074,0.110449,0.110893,0.110639,0.108627,0.110745,0.109018,0.106828,0.110867,0.110756,0.102346,0.109546,0.003712,0.108833,0.112378,0.111254,0.109880,0.107451,0.111165,0.110636,0.110596,0.109641,0.111056,0.109730,0.106801,0.111427,0.111028,0.101913,0.110060,0.013175,0.110063,0.114057,0.111643,0.108773,0.113386,0.110255,0.111861,0.109773,0.110136,0.110619,0.110748,0.106417,0.111290,0.109909,0.104528,0.111006,0.000000,0.114687
HAP4_chr17,0.115092,0.115310,0.112295,0.110614,0.113742,0.113968,0.121580,0.111752,0.103387,0.114619,0.112534,0.116254,0.113202,0.114032,0.112970,0.113347,0.008217,0.115033,0.115730,0.113540,0.111565,0.114221,0.114825,0.113110,0.111584,0.103593,0.113647,0.112755,0.114213,0.114987,0.113855,0.113447,0.115250,0.014509,0.114680,0.115662,0.113164,0.111290,0.113885,0.114474,0.113525,0.112175,0.103097,0.113577,0.112340,0.114033,0.113778,0.114646,0.113466,0.112747,0.013993,0.117144,0.116056,0.113661,0.116360,0.114229,0.114860,0.112736,0.112224,0.103531,0.114799,0.112854,0.115723,0.113923,0.116353,0.113703,0.114687,0.000000
